Receipt No,Receipt Date,  Order No,  Order Date,Warehouse,Item Description,Unit,Delivery Note Qty,Receipt Qty,Reworkable Qty,Rejected Qty,Rate,Value
RCPT0000001412,13/09/2015,FGR001596,13/09/2015,FINISHED GOODS - SEC,CU0.6MPFINEPT-90,KG,0.00,168.00,0.00,0.00,470.00,78960.00
RCPT0000001412,13/09/2015,FGR001596,13/09/2015,FINISHED GOODS - SEC,CU0.8DCFINEPT-90,KG,0.00,355.00,0.00,0.00,480.00,170400.00
RCPT0000001412,13/09/2015,FGR001596,13/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,82.00,0.00,0.00,480.00,39360.00
RCPT0000001412,13/09/2015,FGR001596,13/09/2015,FINISHED GOODS - SEC,CU2.24MCMEDPT-90,KG,0.00,1069.96,0.00,0.00,490.00,524277.95
RCPT0000001412,13/09/2015,FGR001596,13/09/2015,FINISHED GOODS - SEC,CU0.9MPFINEPT-90,KG,0.00,420.00,0.00,0.00,470.00,197400.00
RCPT0000001412,13/09/2015,FGR001596,13/09/2015,FINISHED GOODS - SEC,CU1.9MPMEDPT-180,KG,0.00,690.00,0.00,0.00,470.00,324300.00
RCPT0000001412,13/09/2015,FGR001596,13/09/2015,FINISHED GOODS - SEC,CU0.78DCFINEPT-90,KG,0.00,320.00,0.00,0.00,480.00,153600.00
RCPT0000001412,13/09/2015,FGR001596,13/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,928.00,0.00,0.00,480.00,445440.00
RCPT0000001413,13/09/2015,FGR001599,13/09/2015,FINISHED GOODS - SEC,CU0.559DCMEDPT-,KG,0.00,443.16,0.00,0.00,500.00,221582.50
RCPT0000001413,13/09/2015,FGR001599,13/09/2015,FINISHED GOODS - SEC,CU0.55MCFINEPT-45,KG,0.00,728.78,0.00,0.00,230.00,167619.40
RCPT0000001413,13/09/2015,FGR001599,13/09/2015,FINISHED GOODS - SEC,CU0.55DCFINEPT-45,KG,0.00,243.44,0.00,0.00,480.00,116853.60
RCPT0000001413,13/09/2015,FGR001599,13/09/2015,FINISHED GOODS - SEC,CU0.58DCMEDPT-90,KG,0.00,328.94,0.00,0.00,480.00,157888.80
RCPT0000001413,13/09/2015,FGR001599,13/09/2015,FINISHED GOODS - SEC,CU0.65MCFINEPT-45,KG,0.00,30.63,0.00,0.00,490.00,15008.70
RCPT0000001413,13/09/2015,FGR001599,13/09/2015,FINISHED GOODS - SEC,CU0.9MPFINEPT-90,KG,0.00,229.00,0.00,0.00,470.00,107630.00
RCPT0000001413,13/09/2015,FGR001599,13/09/2015,FINISHED GOODS - SEC,CU0.78DCFINEPT-90,KG,0.00,638.00,0.00,0.00,480.00,306240.00
RCPT0000001414,13/09/2015,FGR001600,13/09/2015,FINISHED GOODS - SEC,CU0.27SSFINEPT-10,KG,0.00,1073.52,0.00,0.00,490.00,526027.25
RCPT0000001414,13/09/2015,FGR001600,13/09/2015,FINISHED GOODS - SEC,CU33SSMEDPT-10,KG,0.00,611.22,0.00,0.00,490.00,299497.80
RCPT0000001414,13/09/2015,FGR001600,13/09/2015,FINISHED GOODS - SEC,CU36SSNYLONMEDPT-10,KG,0.00,1683.12,0.00,0.00,100.58,169288.71
RCPT0000001414,13/09/2015,FGR001600,13/09/2015,FINISHED GOODS - SEC,CU34MPMEDPT-10,KG,0.00,1020.78,0.00,0.00,470.00,479768.95
RCPT0000001414,13/09/2015,FGR001600,13/09/2015,FINISHED GOODS - SEC,CU37SSMEDPT-10,KG,0.00,458.16,0.00,0.00,490.00,224500.85
RCPT0000001414,13/09/2015,FGR001600,13/09/2015,FINISHED GOODS - SEC,CU38SSFINEPT-10,KG,0.00,197.90,0.00,0.00,500.00,98952.50
RCPT0000001415,13/09/2015,FGR001602,13/09/2015,FINISHED GOODS - SEC,CU0.125SSHFINEPT-,KG,0.00,664.30,0.00,0.00,495.00,328828.50
RCPT0000001416,14/09/2015,FGR001604,14/09/2015,FINISHED GOODS - SEC,CU0.6DCFINEPT-25,KG,0.00,258.44,0.00,0.00,470.00,121469.15
RCPT0000001417,14/09/2015,FGR001605,14/09/2015,FINISHED GOODS - SEC,CU1.15DCFINEPT-,KG,0.00,187.00,0.00,0.00,480.00,89760.00
RCPT0000001417,14/09/2015,FGR001605,14/09/2015,FINISHED GOODS - SEC,CU0.6MPFINEPT-90,KG,0.00,168.00,0.00,0.00,470.00,78960.00
RCPT0000001417,14/09/2015,FGR001605,14/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,730.00,0.00,0.00,470.00,343100.00
RCPT0000001417,14/09/2015,FGR001605,14/09/2015,FINISHED GOODS - SEC,CU0.9MPFINEPT-90,KG,0.00,333.00,0.00,0.00,470.00,156510.00
RCPT0000001417,14/09/2015,FGR001605,14/09/2015,FINISHED GOODS - SEC,CU1.9MPMEDPT-180,KG,0.00,539.00,0.00,0.00,470.00,253330.00
RCPT0000001418,14/09/2015,FGR001606,14/09/2015,FINISHED GOODS - SEC,CU42SSFINEPT-4,KG,0.00,288.72,0.00,0.00,490.00,141475.25
RCPT0000001418,14/09/2015,FGR001606,14/09/2015,FINISHED GOODS - SEC,CU35SSFINEPT-10,KG,0.00,300.63,0.00,0.00,490.00,147308.70
RCPT0000001418,14/09/2015,FGR001606,14/09/2015,FINISHED GOODS - SEC,CU0.125SSHFINEPT-,KG,0.00,446.54,0.00,0.00,495.00,221039.78
RCPT0000001418,14/09/2015,FGR001606,14/09/2015,FINISHED GOODS - SEC,CU0.132SSHFINEPT-,KG,0.00,105.44,0.00,0.00,495.00,52190.32
RCPT0000001418,14/09/2015,FGR001606,14/09/2015,FINISHED GOODS - SEC,CU0.102SSHFINEPT-,KG,0.00,498.99,0.00,0.00,495.00,247000.05
RCPT0000001419,14/09/2015,FGR001607,14/09/2015,FINISHED GOODS - SEC,CU0.9MPFINEPT-90,KG,0.00,1094.00,0.00,0.00,470.00,514180.00
RCPT0000001419,14/09/2015,FGR001607,14/09/2015,FINISHED GOODS - SEC,CU0.55MCFINEPT-45,KG,0.00,976.35,0.00,0.00,230.00,224560.50
RCPT0000001419,14/09/2015,FGR001607,14/09/2015,FINISHED GOODS - SEC,CU0.85DCMEDPT-90,KG,0.00,80.00,0.00,0.00,480.00,38400.00
RCPT0000001419,14/09/2015,FGR001607,14/09/2015,FINISHED GOODS - SEC,CU1DCMEDPT-90,KG,0.00,15.00,0.00,0.00,480.00,7200.00
RCPT0000001419,14/09/2015,FGR001607,14/09/2015,FINISHED GOODS - SEC,CU0.8DCFINEPT-90,KG,0.00,79.00,0.00,0.00,480.00,37920.00
RCPT0000001419,14/09/2015,FGR001607,14/09/2015,FINISHED GOODS - SEC,CU0.6MPFINEPT-90,KG,0.00,334.00,0.00,0.00,470.00,156980.00
RCPT0000001419,14/09/2015,FGR001607,14/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,169.00,0.00,0.00,480.00,81120.00
RCPT0000001420,14/09/2015,FGR001609,14/09/2015,FINISHED GOODS - SEC,CU0.71SSMEDPT-25,KG,0.00,738.91,0.00,0.00,490.00,362065.90
RCPT0000001420,14/09/2015,FGR001609,14/09/2015,FINISHED GOODS - SEC,CU32SSMEDPT-10,KG,0.00,1063.98,0.00,0.00,245.00,260676.32
RCPT0000001421,14/09/2015,FGR001610,14/09/2015,FINISHED GOODS - SEC,CU0.55MCFINEPT-45,KG,0.00,366.01,0.00,0.00,230.00,84182.30
RCPT0000001422,14/09/2015,FGR001611,14/09/2015,FINISHED GOODS - SEC,CU0.3SBMEDPT-25,KG,0.00,944.96,0.00,0.00,500.00,472477.50
RCPT0000001423,14/09/2015,FGR001612,14/09/2015,FINISHED GOODS - SEC,CU38SSMEDPT-10,KG,0.00,4.00,0.00,0.00,490.00,1962.45
RCPT0000001423,14/09/2015,FGR001612,14/09/2015,FINISHED GOODS - SEC,CU41SSFINEPT-4,KG,0.00,5.24,0.00,0.00,490.00,2565.15
RCPT0000001423,14/09/2015,FGR001612,14/09/2015,FINISHED GOODS - SEC,CU40SSMEDPT-4,KG,0.00,9.83,0.00,0.00,490.00,4816.70
RCPT0000001424,14/09/2015,FGR001615,14/09/2015,FINISHED GOODS - SEC,CU28MPMEDPT-25,KG,0.00,111.15,0.00,0.00,470.00,52240.50
RCPT0000001424,14/09/2015,FGR001615,14/09/2015,FINISHED GOODS - SEC,CU25MPMEDPT-25,KG,0.00,40.27,0.00,0.00,470.00,18926.90
RCPT0000001424,14/09/2015,FGR001615,14/09/2015,FINISHED GOODS - SEC,CU0.6MCFINEPT-25,KG,0.00,481.64,0.00,0.00,480.00,231184.80
RCPT0000001425,14/09/2015,FGR001617,14/09/2015,FINISHED GOODS - SEC,CU0.56DCSBMEDPT-,KG,0.00,599.82,0.00,0.00,500.00,299912.50
RCPT0000001425,14/09/2015,FGR001617,14/09/2015,FINISHED GOODS - SEC,CU25MPMEDPT-25,KG,0.00,1002.06,0.00,0.00,470.00,470970.55
RCPT0000001426,15/09/2015,FGR001618,15/09/2015,FINISHED GOODS - SEC,CU37SSMEDPT-10,KG,0.00,396.37,0.00,0.00,490.00,194221.30
RCPT0000001426,15/09/2015,FGR001618,15/09/2015,FINISHED GOODS - SEC,CU38*4SSMEDPT-10,KG,0.00,151.04,0.00,0.00,490.00,74009.60
RCPT0000001427,15/09/2015,,,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,300.63,300.63,0.00,0.00,490.00,147308.70
RCPT0000001428,15/09/2015,FGR001619,15/09/2015,FINISHED GOODS - SEC,CU0.15SSFINEPT-10,KG,0.00,137.60,0.00,0.00,490.00,67424.00
RCPT0000001428,15/09/2015,FGR001619,15/09/2015,FINISHED GOODS - SEC,CU26SSMEDPT-10,KG,0.00,296.70,0.00,0.00,490.00,145385.45
RCPT0000001429,15/09/2015,FGR001620,15/09/2015,FINISHED GOODS - SEC,CU1.22MCFINEPT-90,KG,0.00,254.00,0.00,0.00,490.00,124460.00
RCPT0000001429,15/09/2015,FGR001620,15/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,475.00,0.00,0.00,480.00,228000.00
RCPT0000001429,15/09/2015,FGR001620,15/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,391.00,0.00,0.00,470.00,183770.00
RCPT0000001430,15/09/2015,FGR001621,15/09/2015,FINISHED GOODS - SEC,CU26HCMEDPT-25,KG,0.00,118.42,0.00,0.00,475.00,56251.88
RCPT0000001430,15/09/2015,FGR001621,15/09/2015,FINISHED GOODS - SEC,CU27MPMEDPT-25,KG,0.00,203.87,0.00,0.00,470.00,95818.90
RCPT0000001430,15/09/2015,FGR001621,15/09/2015,FINISHED GOODS - SEC,CU29DCMEDPT-25,KG,0.00,769.48,0.00,0.00,480.00,369348.00
RCPT0000001431,15/09/2015,FGR001622,15/09/2015,FINISHED GOODS - SEC,CU37SSMEDPT-10,KG,0.00,717.48,0.00,0.00,490.00,351565.20
RCPT0000001431,15/09/2015,FGR001622,15/09/2015,FINISHED GOODS - SEC,CU0.22SSFINEPT-10,KG,0.00,220.54,0.00,0.00,490.00,108064.60
RCPT0000001431,15/09/2015,FGR001622,15/09/2015,FINISHED GOODS - SEC,CU0.1*4SSFINEPT-10,KG,0.00,31.96,0.00,0.00,500.00,15977.50
RCPT0000001431,15/09/2015,FGR001622,15/09/2015,FINISHED GOODS - SEC,CU37SSNYLONMEDPT-10,KG,0.00,508.28,0.00,0.00,480.00,243974.40
RCPT0000001431,15/09/2015,FGR001622,15/09/2015,FINISHED GOODS - SEC,CU36SSNYLONMEDPT-10,KG,0.00,296.28,0.00,0.00,100.58,29799.84
RCPT0000001432,15/09/2015,,,FINISHED GOODS - SEC,CU0.27SSFINEPT-10,KG,386.47,386.47,0.00,0.00,490.00,189370.30
RCPT0000001433,15/09/2015,FGR001623,15/09/2015,FINISHED GOODS - SEC,CU1.15DCFINEPT-,KG,0.00,190.00,0.00,0.00,480.00,91200.00
RCPT0000001433,15/09/2015,FGR001623,15/09/2015,FINISHED GOODS - SEC,CU1.22MCFINEPT-90,KG,0.00,84.00,0.00,0.00,490.00,41160.00
RCPT0000001433,15/09/2015,FGR001623,15/09/2015,FINISHED GOODS - SEC,CU0.6MPFINEPT-90,KG,0.00,167.00,0.00,0.00,470.00,78490.00
RCPT0000001433,15/09/2015,FGR001623,15/09/2015,FINISHED GOODS - SEC,CU1.9MPMEDPT-180,KG,0.00,531.00,0.00,0.00,470.00,249570.00
RCPT0000001433,15/09/2015,FGR001623,15/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,488.00,0.00,0.00,470.00,229360.00
RCPT0000001433,15/09/2015,FGR001623,15/09/2015,FINISHED GOODS - SEC,CU2DCMEDPT-90,KG,0.00,748.44,0.00,0.00,480.00,359251.20
RCPT0000001434,15/09/2015,FGR001624,15/09/2015,FINISHED GOODS - SEC,CU30SSMEDPT-10,KG,0.00,1512.03,0.00,0.00,490.00,740894.70
RCPT0000001435,15/09/2015,FGR001626,15/09/2015,FINISHED GOODS - SEC,CU22DCMEDPT-25,KG,0.00,41.64,0.00,0.00,500.00,20822.50
RCPT0000001435,15/09/2015,FGR001626,15/09/2015,FINISHED GOODS - SEC,CU23DCMEDPT-25,KG,0.00,222.13,0.00,0.00,480.00,106622.40
RCPT0000001435,15/09/2015,FGR001626,15/09/2015,FINISHED GOODS - SEC,CU32DCMEDPT-25,KG,0.00,2119.74,0.00,0.00,480.00,1017472.80
RCPT0000001435,15/09/2015,FGR001626,15/09/2015,FINISHED GOODS - SEC,CU0.53DCFINEPT-25,KG,0.00,2455.80,0.00,0.00,480.00,1178781.60
RCPT0000001435,15/09/2015,FGR001626,15/09/2015,FINISHED GOODS - SEC,CU26.5MPMEDPT-25,KG,0.00,115.06,0.00,0.00,470.00,54080.55
RCPT0000001435,15/09/2015,FGR001626,15/09/2015,FINISHED GOODS - SEC,CU25MPMEDPT-25,KG,0.00,416.54,0.00,0.00,470.00,195773.80
RCPT0000001436,15/09/2015,FGR001627,15/09/2015,FINISHED GOODS - SEC,CU0.115SSFINEPT-4,KG,0.00,896.90,0.00,0.00,490.00,439478.55
RCPT0000001437,15/09/2015,FGR001629,15/09/2015,FINISHED GOODS - SEC,CU0.95DCMEDPT-90,KG,0.00,1498.42,0.00,0.00,480.00,719244.00
RCPT0000001437,15/09/2015,FGR001629,15/09/2015,FINISHED GOODS - SEC,CU0.56DCMEDPT-25,KG,0.00,19.99,0.00,0.00,480.00,9595.20
RCPT0000001437,15/09/2015,FGR001629,15/09/2015,FINISHED GOODS - SEC,CU0.45FCMEDPT-25,KG,0.00,30.00,0.00,0.00,470.00,14100.00
RCPT0000001437,15/09/2015,FGR001629,15/09/2015,FINISHED GOODS - SEC,CU0.58DCMEDPT-90,KG,0.00,1475.63,0.00,0.00,480.00,708302.40
RCPT0000001438,16/09/2015,FGR001630,16/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,1009.00,0.00,0.00,480.00,484320.00
RCPT0000001439,16/09/2015,FGR001631,16/09/2015,FINISHED GOODS - SEC,CU0.115SSFINEPT-4,KG,0.00,91.42,0.00,0.00,490.00,44793.35
RCPT0000001440,16/09/2015,FGR001633,16/09/2015,FINISHED GOODS - SEC,CU24MPMEDPT-25,KG,0.00,10.17,0.00,0.00,470.00,4779.90
RCPT0000001440,16/09/2015,FGR001633,16/09/2015,FINISHED GOODS - SEC,CU23MPMEDPT-25,KG,0.00,9.38,0.00,0.00,470.00,4410.95
RCPT0000001440,16/09/2015,FGR001633,16/09/2015,FINISHED GOODS - SEC,CU27MPMEDPT-25,KG,0.00,9.58,0.00,0.00,470.00,4502.60
RCPT0000001440,16/09/2015,FGR001633,16/09/2015,FINISHED GOODS - SEC,CU22MPMEDM-266,KG,0.00,10.70,0.00,0.00,470.00,5029.00
RCPT0000001440,16/09/2015,FGR001633,16/09/2015,FINISHED GOODS - SEC,CU25MPMEDPT-25,KG,0.00,9.90,0.00,0.00,470.00,4650.65
RCPT0000001441,16/09/2015,FGR001634,16/09/2015,FINISHED GOODS - SEC,CU0.22SSFINEPT-10,KG,0.00,309.24,0.00,0.00,490.00,151525.15
RCPT0000001441,16/09/2015,FGR001634,16/09/2015,FINISHED GOODS - SEC,CU0.27SSFINEPT-10,KG,0.00,523.69,0.00,0.00,490.00,256608.10
RCPT0000001442,16/09/2015,FGR001635,16/09/2015,FINISHED GOODS - SEC,CU0.6MPFINEPT-90,KG,0.00,83.00,0.00,0.00,470.00,39010.00
RCPT0000001442,16/09/2015,FGR001635,16/09/2015,FINISHED GOODS - SEC,CU1.22MCFINEPT-90,KG,0.00,168.00,0.00,0.00,490.00,82320.00
RCPT0000001442,16/09/2015,FGR001635,16/09/2015,FINISHED GOODS - SEC,CU1.9MPMEDPT-180,KG,0.00,666.00,0.00,0.00,470.00,313020.00
RCPT0000001442,16/09/2015,FGR001635,16/09/2015,FINISHED GOODS - SEC,CU0.78DCFINEPT-90,KG,0.00,59.00,0.00,0.00,480.00,28320.00
RCPT0000001442,16/09/2015,FGR001635,16/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,529.00,0.00,0.00,480.00,253920.00
RCPT0000001442,16/09/2015,FGR001635,16/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,489.00,0.00,0.00,470.00,229830.00
RCPT0000001443,16/09/2015,FGR001636,16/09/2015,FINISHED GOODS - SEC,CU0.22SSFINEPT-10,KG,0.00,206.62,0.00,0.00,490.00,101243.80
RCPT0000001444,16/09/2015,FGR001637,16/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,301.06,0.00,0.00,490.00,147521.85
RCPT0000001444,16/09/2015,FGR001637,16/09/2015,FINISHED GOODS - SEC,CU37SSMEDPT-10,KG,0.00,539.96,0.00,0.00,490.00,264580.40
RCPT0000001444,16/09/2015,FGR001637,16/09/2015,FINISHED GOODS - SEC,CU30SSMEDPT-10,KG,0.00,816.81,0.00,0.00,490.00,400236.90
RCPT0000001445,16/09/2015,FGR001639,16/09/2015,FINISHED GOODS - SEC,CU0.58DCMEDPT-90,KG,0.00,986.51,0.00,0.00,480.00,473524.80
RCPT0000001445,16/09/2015,FGR001639,16/09/2015,FINISHED GOODS - SEC,CU0.85DCMEDPT-90,KG,0.00,237.00,0.00,0.00,480.00,113760.00
RCPT0000001445,16/09/2015,FGR001639,16/09/2015,FINISHED GOODS - SEC,CU0.95DCMEDPT-90,KG,0.00,748.76,0.00,0.00,480.00,359407.20
RCPT0000001445,16/09/2015,FGR001639,16/09/2015,FINISHED GOODS - SEC,CU0.55DCFINEPT-90,KG,0.00,1128.28,0.00,0.00,480.00,541572.00
RCPT0000001446,16/09/2015,FGR001641,16/09/2015,FINISHED GOODS - SEC,CU30SSMEDPT-10,KG,0.00,72.26,0.00,0.00,490.00,35404.95
RCPT0000001447,16/09/2015,FGR001642,16/09/2015,FINISHED GOODS - SEC,CU18MPMEDM-266,KG,0.00,186.42,0.00,0.00,470.00,87619.75
RCPT0000001448,17/09/2015,FGR001644,17/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,427.00,0.00,0.00,480.00,204960.00
RCPT0000001449,17/09/2015,FGR001645,17/09/2015,FINISHED GOODS - SEC,CU0.15*3SSFINEPT-,KG,0.00,212.26,0.00,0.00,500.00,106132.50
RCPT0000001449,17/09/2015,FGR001645,17/09/2015,FINISHED GOODS - SEC,CU27MPMEDPT-25,KG,0.00,311.45,0.00,0.00,470.00,146381.50
RCPT0000001449,17/09/2015,FGR001645,17/09/2015,FINISHED GOODS - SEC,CU0.15SSFINEPT-10,KG,0.00,464.96,0.00,0.00,490.00,227830.40
RCPT0000001449,17/09/2015,FGR001645,17/09/2015,FINISHED GOODS - SEC,CU35.5MPMEDPT-10,KG,0.00,198.78,0.00,0.00,470.00,93424.25
RCPT0000001450,17/09/2015,FGR001646,17/09/2015,FINISHED GOODS - SEC,CU32SSMEDPT-10,KG,0.00,198.50,0.00,0.00,245.00,48633.72
RCPT0000001450,17/09/2015,FGR001646,17/09/2015,FINISHED GOODS - SEC,CU38*4SSMEDPT-10,KG,0.00,289.46,0.00,0.00,490.00,141835.40
RCPT0000001451,17/09/2015,FGR001647,17/09/2015,FINISHED GOODS - SEC,CU36MPMEDPT-10,KG,0.00,98.83,0.00,0.00,470.00,46450.10
RCPT0000001451,17/09/2015,FGR001647,17/09/2015,FINISHED GOODS - SEC,CU26SSMEDPT-10,KG,0.00,53.20,0.00,0.00,490.00,26065.55
RCPT0000001451,17/09/2015,FGR001647,17/09/2015,FINISHED GOODS - SEC,CU27SSFINEPT-10,KG,0.00,47.37,0.00,0.00,490.00,23211.30
RCPT0000001452,17/09/2015,FGR001648,17/09/2015,FINISHED GOODS - SEC,CU0.85DCMEDPT-90,KG,0.00,232.00,0.00,0.00,480.00,111360.00
RCPT0000001452,17/09/2015,FGR001648,17/09/2015,FINISHED GOODS - SEC,CU1.1DCMEDM-266,KG,0.00,33.00,0.00,0.00,480.00,15840.00
RCPT0000001452,17/09/2015,FGR001648,17/09/2015,FINISHED GOODS - SEC,CU1DCFINEPT90,KG,0.00,736.00,0.00,0.00,480.00,353280.00
RCPT0000001452,17/09/2015,FGR001648,17/09/2015,FINISHED GOODS - SEC,CU1.15DCFINEPT-,KG,0.00,186.00,0.00,0.00,480.00,89280.00
RCPT0000001452,17/09/2015,FGR001648,17/09/2015,FINISHED GOODS - SEC,CU1.22MCFINEPT-90,KG,0.00,84.00,0.00,0.00,490.00,41160.00
RCPT0000001452,17/09/2015,FGR001648,17/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,801.00,0.00,0.00,480.00,384480.00
RCPT0000001452,17/09/2015,FGR001648,17/09/2015,FINISHED GOODS - SEC,CU0.6MPFINEPT-90,KG,0.00,83.00,0.00,0.00,470.00,39010.00
RCPT0000001452,17/09/2015,FGR001648,17/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,488.00,0.00,0.00,470.00,229360.00
RCPT0000001452,17/09/2015,FGR001648,17/09/2015,FINISHED GOODS - SEC,CU1.9MPMEDPT-180,KG,0.00,293.00,0.00,0.00,470.00,137710.00
RCPT0000001453,17/09/2015,FGR001649,17/09/2015,FINISHED GOODS - SEC,CU0.27SSFINEPT-10,KG,0.00,498.93,0.00,0.00,490.00,244475.70
RCPT0000001453,17/09/2015,FGR001649,17/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,312.98,0.00,0.00,490.00,153362.65
RCPT0000001454,17/09/2015,FGR001651,17/09/2015,FINISHED GOODS - SEC,CU0.3SBMEDPT-25,KG,0.00,260.75,0.00,0.00,500.00,130375.00
RCPT0000001454,17/09/2015,FGR001651,17/09/2015,FINISHED GOODS - SEC,CU0.47SBMEDPT-25,KG,0.00,1070.10,0.00,0.00,490.00,524349.00
RCPT0000001455,18/09/2015,FGR001656,18/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,1325.00,0.00,0.00,480.00,636000.00
RCPT0000001456,18/09/2015,,,FINISHED GOODS - SEC,CU0.8DCFINEPT-90,KG,2.00,2.00,0.00,0.00,490.00,980.00
RCPT0000001457,18/09/2015,FGR001657,18/09/2015,FINISHED GOODS - SEC,CU0.4DCMEDPT-90,KG,0.00,331.98,0.00,0.00,480.00,159352.80
RCPT0000001457,18/09/2015,FGR001657,18/09/2015,FINISHED GOODS - SEC,CU0.5DCMEDPT-90,KG,0.00,744.76,0.00,0.00,480.00,357484.80
RCPT0000001458,18/09/2015,FGR001658,18/09/2015,FINISHED GOODS - SEC,CU0.55DCFinePT-25,KG,0.00,480.96,0.00,0.00,480.00,230858.40
RCPT0000001458,18/09/2015,FGR001658,18/09/2015,FINISHED GOODS - SEC,CU0.6DCFINEPT-25,KG,0.00,375.56,0.00,0.00,480.00,180266.40
RCPT0000001458,18/09/2015,FGR001658,18/09/2015,FINISHED GOODS - SEC,CU38*4SSMEDPT-10,KG,0.00,300.44,0.00,0.00,490.00,147218.05
RCPT0000001459,18/09/2015,FGR001659,18/09/2015,FINISHED GOODS - SEC,CU0.22SSFINEPT-10,KG,0.00,460.23,0.00,0.00,490.00,225512.70
RCPT0000001459,18/09/2015,FGR001659,18/09/2015,FINISHED GOODS - SEC,CU0.15SSFINEPT-10,KG,0.00,397.17,0.00,0.00,490.00,194613.30
RCPT0000001459,18/09/2015,FGR001659,18/09/2015,FINISHED GOODS - SEC,CU0.18SSFINEPT-10,KG,0.00,789.08,0.00,0.00,490.00,386651.65
RCPT0000001459,18/09/2015,FGR001659,18/09/2015,FINISHED GOODS - SEC,CU30SSMEDPT-10,KG,0.00,1635.74,0.00,0.00,490.00,801512.60
RCPT0000001459,18/09/2015,FGR001659,18/09/2015,FINISHED GOODS - SEC,CU1.1HCMEDM-266,KG,0.00,382.91,0.00,0.00,475.00,181882.25
RCPT0000001460,18/09/2015,FGR001661,18/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,719.00,0.00,0.00,480.00,345120.00
RCPT0000001460,18/09/2015,FGR001661,18/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,984.00,0.00,0.00,480.00,472320.00
RCPT0000001460,18/09/2015,FGR001661,18/09/2015,FINISHED GOODS - SEC,CU0.55DCFINEPT-45,KG,0.00,612.46,0.00,0.00,480.00,293983.20
RCPT0000001461,18/09/2015,FGR001663,18/09/2015,FINISHED GOODS - SEC,CU0.11SSFINEPT-4,KG,0.00,500.30,0.00,0.00,490.00,245147.00
RCPT0000001462,18/09/2015,FGR001664,18/09/2015,FINISHED GOODS - SEC,CU0.85DCMEDPT-90,KG,0.00,687.00,0.00,0.00,480.00,329760.00
RCPT0000001463,18/09/2015,FGR001666,18/09/2015,FINISHED GOODS - SEC,CU40SSMEDPT-4,KG,0.00,179.45,0.00,0.00,490.00,87930.50
RCPT0000001463,18/09/2015,FGR001666,18/09/2015,FINISHED GOODS - SEC,CU0.11SSFINEPT-4,KG,0.00,477.76,0.00,0.00,490.00,234104.85
RCPT0000001463,18/09/2015,FGR001666,18/09/2015,FINISHED GOODS - SEC,CU38SSMEDPT-10,KG,0.00,194.86,0.00,0.00,490.00,95483.85
RCPT0000001463,18/09/2015,FGR001666,18/09/2015,FINISHED GOODS - SEC,CU18.5MPMEDM-266,KG,0.00,395.06,0.00,0.00,470.00,185678.20
RCPT0000001464,19/09/2015,FGR001668,19/09/2015,FINISHED GOODS - SEC,CU0.15*2SSFINEPT-,KG,0.00,36.46,0.00,0.00,500.00,18232.50
RCPT0000001464,19/09/2015,FGR001668,19/09/2015,FINISHED GOODS - SEC,CU0.71SSMEDPT-25,KG,0.00,464.15,0.00,0.00,490.00,227433.50
RCPT0000001464,19/09/2015,FGR001668,19/09/2015,FINISHED GOODS - SEC,CU0.27SSFINEPT-10,KG,0.00,1587.99,0.00,0.00,490.00,778115.10
RCPT0000001464,19/09/2015,FGR001668,19/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,302.58,0.00,0.00,490.00,148264.20
RCPT0000001464,19/09/2015,FGR001668,19/09/2015,FINISHED GOODS - SEC,CU0.47SBMEDPT-25,KG,0.00,453.60,0.00,0.00,490.00,222264.00
RCPT0000001465,19/09/2015,FGR001669,19/09/2015,FINISHED GOODS - SEC,CU0.15SSFINEPT-10,KG,0.00,107.83,0.00,0.00,490.00,52836.70
RCPT0000001465,19/09/2015,FGR001669,19/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,305.58,0.00,0.00,490.00,149736.65
