  Warehouse ,Group,Item Code,Description,Unit,Total Qty.,Total Value,Reserved Qty.,Reserved Value,Rejected Qty.,Rejected Value,Reworkable Qty.,Reworkable Value,Scrap Qty.,Scrap Value
FINISHED GOODS - SEC,PROV,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,PROV,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,PROV,CU37MPMEDPT-10,CU37MPMEDPT-10,KG,75.33,35405.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,PROV,cu30mpmedpt-25,CU30MPMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEC,Balco Circular,AL0.75MPMEDPT-90,AL0.75MPMEDPT-90,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL0.44MPMEDPT-25,AL0.44MPMEDPT-25,KG,89.08,41867.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL0.44MPMEDPT-60,AL0.44MPMEDPT-60,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL0.47MPMEDPT-25,AL0.47MPMEDPT-25,KG,84.34,39637.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL0.47MPMEDPT-60,AL0.47MPMEDPT-60,KG,0.08,39.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL0.54MPMEDPT-25,AL0.54MPMEDPT-25,KG,65.62,30839.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL0.54MPMEDPT-90,AL0.54MPMEDPT-90,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL1.8DCFINEM-266,AL1.8DCFINEM-266,KG,7.78,4671.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL16.5MPMEDM-266,AL16.5MPMEDM-266,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL17MPMEDM-266,AL17MPMEDM-266,KG,349.04,164048.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL18.5MPMEDPT-25,AL18.5MPMEDPT-25,KG,390.54,183553.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL18MPMEDM-266,AL18MPMEDM-266,KG,15.40,7238.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL19.5MPMEDPT-25,AL19.5MPMEDPT-25,KG,14.87,6988.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL19MPMEDPT-25,AL19MPMEDPT-25,KG,1010.84,475097.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL21.5MPMEDPT-25,AL21.5MPMEDPT-25,KG,0.01,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL22HCMEDPT-25,AL22HCMEDPT-25,KG,479.03,227539.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL23.5HCMEDPT-25,AL23.5HCMEDPT-25,KG,8.40,3992.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL23HCMEDPT-25,AL23HCMEDPT-25,KG,18.01,8554.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL23MPMEDPT-25,AL23MPMEDPT-25,KG,17.62,8460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL24DCMEDPT-25,AL24DCMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL24HCMEDPT-25,AL24HCMEDPT-25,KG,434.80,197831.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL25DCMEDPT-25,AL25DCMEDPT-25,KG,90.75,21780.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL27DCMEDPT25,AL27DCMEDPT25,KG,3.84,960.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),AL28DCMEDPT25,AL28DCMEDPT25,KG,536.63,134157.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),al1.02dcmedpt-25,AL1.02DCMEDPT-25,KG,231.51,57877.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,AL (FG),awwfactory2nd,AWWFACTORY2ND,KG,43.32,10830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Weekly WWMA PLUS 1,CU21MPMEDPT-25,CU21MPMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,PROV,AL1.03MPMEDM266,AL1.03MPMEDM266,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,PROV,AL1.84MPMEDM266,AL1.84MPMEDM266,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,PROV,AL2.22MPMEDM266,AL2.22MPMEDM266,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Balco Circular,AL0.75MPMEDPT-90,AL0.75MPMEDPT-90,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Balco Circular,AL16hcmedpt-25,AL16HCMEDPT-25,KG,18.58,5109.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Balco Circular,AL17HCMEDPT-25,AL17HCMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Balco Circular,AL21MPMEDPT-25,AL21MPMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Balco Circular,AL22DCMEDPT-25,AL22DCMEDPT-25,KG,6.72,3223.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Balco Circular,AL22MPMEDPT-25,AL22MPMEDPT-25,KG,16.18,4504.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Balco Circular,al0.91mpmpt-90,AL0.91MPMPT-90,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Monthly Aluminium,AL22DCMEDPT-90,AL22DCMEDPT-90,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Hindalco,AL25HCMEDPT-25,AL25HCMEDPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Hindalco,AL26MPMEDPT-25,AL26MPMEDPT-25,KG,258.96,121713.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Hindalco,AL27MPMEDPT-25,AL27MPMEDPT-25,KG,11.90,5595.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Hindalco,AL28MPMEDPT-25,AL28MPMEDPT-25,KG,1745.32,820302.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Hindalco,AL29MPMEDPT-25,AL29MPMEDPT-25,KG,1697.87,797998.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Hindalco,AL30MPMEDPT-25,AL30MPMEDPT-25,KG,694.40,326368.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Hindalco,AL31MPMEDPT-10,AL31MPMEDPT-10,KG,201.07,94502.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Hindalco,AL32MPMEDPT-10,AL32MPMEDPT-10,KG,168.56,79223.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Hindalco,AL33MPMEDPT-10,AL33MPMEDPT-10,KG,586.76,275774.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Hindalco,AL34MPMEDPT-10,AL34MPMEDPT-10,KG,391.19,183859.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - SEA,Hindalco,al33mpmedpt-25,AL33MPMEDPT-25,KG,24.80,11653.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RAW MATERIAL - CU - LOCAL,COPPER WIRE / ROD,RMCOCO WIRE / ROD,COPPER WIRE / ROD,KG,534369.00,230785559.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RAW MATERIAL - AL,ALUMINIUM WIRE / ROD,RMALAL WIRE / ROD,ALUMINIUM WIRE / ROD,KG,62170.00,9529422.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,OIL and LUBRICANT,FLK 332A,FLK 332A,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,JWRMEN,JWEN,J/W WIRE ENAMEL,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,ENAMEL,ENAMELL (NYLON) FOV Z 8LA ,ENAMELL (NYLON) FOV Z 8LA,KG,800.00,130910.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,ENAMEL,FEI 0543,FEI 0543,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,ENAMEL,FOV S8,FOV S8,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,ENAMEL,NH AI 34HD,NH AI 34HD,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,ENAMEL,SSK 2543,SSK 2543,KG,420.00,77301.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,ENAMEL,SSK 4001,SSK 4001,KG,420.00,39939.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,ENAMEL,VAR-910 NYLON,VAR-910 NYLON,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,ENAMEL,VAR-HIGH SPEED,VAR-HIGH SPEED,KG,9660.00,713101.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,ENAMEL,VAR-SAMPLE,VAR-SAMPLE,KG,420.00,39509.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,ENAMEL,VAR-SOLDREX - 35,VAR-SOLDREX - 35,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,ENAMEL,VAR. TONGMID 595/36MBD,VAR. TONGMID 595/36MBD,KG,600.00,179692.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,SELF SOLDRABLE,RMENSESODFPH 240,FPH 240,KG,600.00,104361.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,SELF SOLDRABLE,RMENSESODFPU A1 40,FPU A1 40,KG,5600.00,904792.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,SELF SOLDRABLE,RMENSESODFPU A1 50,FPU A1 50,KG,2000.00,354000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,SELF SOLDRABLE,RMENSs 1355-35,RMENSS 1355-35,KG,210.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,H CLASS,RMENH 543-38,TEREBEC MT 543-38,KG,6090.00,1180608.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,H CLASS,RMENH535,FEI 0535,KG,3360.00,577920.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,H CLASS,RMENH540,FEI 0540,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,TOP COAT,RMENTCNH AI 1013,AI-BV1013,KG,1260.00,328751.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,TOP COAT,RMENTCNH AI 20PA,NH AI 20PA,KG,840.00,193200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,TOP COAT,RMENTCNH AI 27 P,NH AI 27 P,KG,1680.00,366964.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,TOP COAT,RMENTCNH AI 27 S,NH AI 27 S,KG,630.00,168840.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,TOP COAT,RMENTCNH AI 30 MLK,NH AI 30 MLK,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,POLYESTER,RMENPO227-35,227-35,KG,1050.00,137550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENAMEL,POLYESTER,RMENPOM/M,MILESTER M/M,KG,2730.00,323969.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PACKING MATERIAL,"CORRUGATED BOX PT- 4, 11.50X11.50X8- 5 PLY","CORRUGATED BOX PT- 4, 11.50X11.50X8- 5 PLY",PCS,1659.00,20530.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PACKING MATERIAL,"CORRUGATED BOX PT- 45, 10.50X10.50X16.50- 3 PLY","CORRUGATED BOX PT- 45, 10.50X10.50X16.50- 3 PLY",PCS,1184.00,17168.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PACKING MATERIAL,"CORRUGATED BOX PT- 45, 10.50X10.50X16.50- 5 PLY","CORRUGATED BOX PT- 45, 10.50X10.50X16.50- 5 PLY",PCS,662.00,5130.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PACKING MATERIAL,"CORRUGATED BOX PT-15, 16.50*8.25*9.50 3 PLY","CORRUGATED BOX PT-15, 16.50*8.25*9.50 3 PLY",PCS,285.00,285.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PACKING MATERIAL,PLASTIC SPOOL - K160,PLASTIC SPOOL - K160,PCS,650.00,650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PACKING MATERIAL,POLY BAG,POLY BAG,KG,85.56,13265.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PACKING MATERIAL,STRECH FILM,STRECH FILM,KG,701.30,84857.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PACKING MATERIAL,WRAPPER- PT-25 - 245X790MM,WRAPPER- PT-25 - 245X790MM,KG,783.00,36018.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PLASTIC SPOOL MISC,PMSPMISC. PLASTIC REELS,MISC. PLASTIC REELS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,STRAPING CLIP,PMMSSTRAPPING CLIP,STRAPPING CLIP,KG,2.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,STRAPING ROLL,PMMSSTRAPPING ROLL,STRAPPING ROLL,PCS,2.00,1440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PLASTIC SPOOL,PLAS SPOOL PT-04 ABS NP,PLAS SPOOL PT-04 ABS NP,PCS,492.00,18110.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PLASTIC SPOOL,PMSPM266,"PLAS SPOOL PT-10""",PCS,200.00,7612.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PLASTIC SPOOL,PMSPM355,SPOOL 355MM,PCS,315.00,14175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PLASTIC SPOOL,PMSPRW2,PLAS SPOOL PT-(1-2)/ 130MM,PCS,1000.00,7924.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PLASTIC SPOOL,PMSPT,PLASTIC SPOOL PT-20,PCS,1595.00,90785.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PLASTIC SPOOL,PMSPT10,PLAS SPOOL PT-10,PCS,26679.00,769374.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PLASTIC SPOOL,PMSPT15,PLAS SPOOL PT-15,PCS,4378.00,123445.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PLASTIC SPOOL,PMSPT200,PLAS SPOOL PT-180 / PT-200,PCS,835.00,1194142.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PLASTIC SPOOL,PMSPT25,PLAS SPOOL PT-25,PCS,584.00,22442.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PLASTIC SPOOL,PMSPT25BUCKET,PLASTIC BUCKET PT-25,PCS,624.00,27276.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PLASTIC SPOOL,PMSPT4,PLAS SPOOL PT-04,PCS,8446.00,152486.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PLASTIC SPOOL,PMSPT45,PLAS SPOOL PT- 45,PCS,167.00,35901.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PLASTIC SPOOL,PMSPT45BUCKET,PLASTIC BUCKET PT-45,PCS,727.00,378040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PLASTIC SPOOL,PMSPT60,PLAS SPOOL PT- 60,PCS,349.00,108190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,PLASTIC SPOOL,PMSPT90,PLAS SPOOL PT- 90,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,TAPE MACHINE,PMTPPACKING EQUIPMENTS,PACKING EQUIPMENTS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,THERMOCOL,PMCBTHERMOCOL,THERMOCOL PACKING BOXES,PCS,500.00,11000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,BARCODE MATERIAL,PMSLRBPL-30X15X1,BARCODE PAPER LABEL-30X15X1,PCS,50011.00,2500.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,BARCODE MATERIAL,PMSLRBPL-30X20X1,BARCODE PAPER LABEL-30X20X1,PCS,50017.00,2750.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,BARCODE MATERIAL,PMSLRBPL-75X75X1,BARCODE PAPER LABEL-75X75X1,PCS,345.00,93.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,BARCODE MATERIAL,PMSLRBPL-76X38X1,BARCODE PAPER LABEL-76X38X1,PCS,101.00,17.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,BARCODE MATERIAL,PMSLRRIBBOM 35X100,"RIBBON-35X100 (WAX 1"" CORE)",PCS,24.00,3.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,BARCODE MATERIAL,PMSLRRIBBON 80X300,"RIBBON-80X300 (WAX 1"" CORE)",PCS,30.00,10080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,TAPE,"PMTPTAPE- 1""","TAPE- 1"" TRANSPARENT",PCS,2.00,3012.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,TAPE,"PMTPTAPE- 2""","TAPE- 2"" TRANSPARENT",PCS,871.00,375618.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,WRAPPER,PMWRWRAPPER - PT- 90- 420X1100MM,WRAPPER- PT- 90- 420X1100MM,KG,864.00,34128.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,WRAPPER,"PMWRWRAPPER - PT-12"" 160X910 MM","WRAPPER-PT-12"" 160X910 MM",KG,104.00,4888.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,WRAPPER,PMWRWRAPPER - PT-180- 530 MM,WRAPPER- PT-180- 530 MM,KG,311.00,12440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,WRAPPER,PMWRWRAPPER -PT- 45- 330 MM,WRAPPER-PT- 45- 330 MM,KG,485.00,19157.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,WRAPPER,PMWRWRAPPER PT-10/15-195X640MM,WRAPPER-PT-10/15 -  195 X 640 MM,KG,1118.00,51987.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,WRAPPER,PMWRWRAPPER- 120 MM,"WRAPPER- 120 MM (10"" REEL)",KG,299.00,14053.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,WRAPPER,PMWRWRAPPER- MISC.,WRAPPER- MISC.,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,WRAPPER,PMWRWRAPPER-PT-25-245 X790 MM,WRAPPER- PT - 25 - 245 X 790 MM,KG,393.00,18471.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,CORRUGATED BOXES,PMCB10.75X10.75X13(THERMOCOL),"CORRUGATED BOX PT-25,10.75X10.75X13 (THERMOCOL)",PCS,611.00,12281.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,CORRUGATED BOXES,PMCB10.75X10.75X8,"CORRUGATED BOX- PT-12"" 10.75X10.75X8",PCS,1109.00,18991.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,CORRUGATED BOXES,"PMCB11.5""X11.5""X9.5""5PLY","CORRUGATED BOXPT-3 11.5""X11.5""X9.5"" 5 PLY",PCS,130.00,2600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,CORRUGATED BOXES,PMCB11.5''X11.5''X8'',CORRUGATED BOX-PT4-11.5''X11.5''X8'',PCS,665.00,16425.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,CORRUGATED BOXES,"PMCB12""X12""16""5PLY.","CORRUGATED BOX.PT-60 12""X12""16""- 5 PLY.",PCS,502.00,11546.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,CORRUGATED BOXES,"PMCB14.75""X7.5""X9.5""","CORRUGATED BOX-PT10-14.75""X7.5""X9.5""",PCS,9986.00,249650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,CORRUGATED BOXES,"PMCB8""X8""X9.25""","CORRUGATED BOX-PT15-8""X8""X9.25""",PCS,285.00,5358.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,CORRUGATED BOXES,"PMCB9.25X9.25X11.25""3PLY","CORRUGATED BOX - PT-25- 9.25X 9.25X 11.25"" 3PLY",PCS,12130.00,134238.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,CORRUGATED BOXES,PMCBINTERLOCK,CORRUGATED BOX-PT-10 INTERLOCK,PCS,3764.00,49559.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,IRON PATTI,PMMSIRON PATTI,"IRON PATTI-1/2"" & NAILS",KG,151.42,9766.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,WOODEN PALLET,PMPLPALLET,PALLET ALL TYPES,PCS,347.00,163957.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,WOODEN PALLET,WOODEN BOX 38*29*27,WOODEN BOX 38*29*27,PCS,43.00,34666.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,WOODEN PALLET,WOODEN GUTKA,WOODEN GUTKA,PCS,7060.00,41565.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,WOODEN PALLET,WOODEN PALLET 37*25.50,WOODEN PALLET 37*25.50,PCS,65.00,21276.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,WOODEN PALLET,WOODEN PALLET 37*37,WOODEN PALLET 37*37,PCS,482.00,230393.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PACKING MATERIAL,WOODEN PALLET,WOODEN PALLET 44*33,WOODEN PALLET 44*33,PCS,123.00,52914.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,CONSUMABLES,LOCKERS,LOCKERS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,OIL and LUBRICANT,COOLGREASES,"GREASES ( AP3, SAPHIRE2, PEERLESS LLG )",KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,OIL and LUBRICANT,COOLLUB. OIL,LUB. OIL ( GRADE 40 ),L,210.00,34151.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,OIL and LUBRICANT,FLK 332A,FLK 332A,KG,706.00,103782.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,DIE and DIE MATERIAL,CODMDIES WIRE DRAWING PCD,DIES WIRE DRAWING PCD,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,HOUSE KEEPING MATERIAL,COHKBRUSH,BRUSH,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
