Custmer Name,Category Name,Item Desc.,Effective Date,Expiry Date,Base Price,Minimum Price,MRP Rate,MRP Price
Nrjee System U-II,"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,526.42
TSAC Polymers,"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,526.42
J D Engineering,"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,526.42
RAVI FANS PRIVATE LIMITED,"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,526.42
THE GLOBAL AUTOMOTIVE PRODUCTS,"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,526.42
PERFACT ELECTRONICS PVT. LTD,"Weekly WWMA+1%
",CU0.15SSMEDPT-10,29-06-2015,,94,94,0,524.54
PERFACT ELECTRONICS PVT. LTD,"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,101,101,0,531.54
DE Diamond Electric India Pvt Ltd,"Weekly WWMA
",CU0.53DCFINEPT-25,29-06-2015,,55,55,4.05,480.75
Sanden Vikas India Ltd,Prov,CU0.670MPMPT-90,15-01-2015,,52,52,452.33,504.33
Sanden Vikas India Ltd,Prov,CU0.72MPMEDPT-90,15-01-2015,,52,52,504.33,556.33
PREETHI KITCHEN APPLIANCES P.LTD-HP-JA,"Balco Circular
",AL23.5HCMEDPT-25,07-05-2015,,130,130,4,275.15
PREETHI KITCHEN APPLIANCES P.LTD-HP-JA,"Balco Circular
",AL22HCMEDPT-25,07-05-2015,,127,127,0,272.15
Orient Electric(ADivOfOrientPaper&InduLtd),Job Work,CU35MPMEDPT-25,02-02-2015,,31.5,31.5,0,31.5
Orient Electric(ADivOfOrientPaper&InduLtd),Job Work,CU35.5MPMEDPT-25,02-02-2015,,31.5,31.5,0,31.5
Orient Electric(ADivOfOrientPaper&InduLtd),Job Work,CU36MPMEDPT-25,02-02-2015,,31.5,31.5,0,31.5
Puri Electronics Pvt Ltd,"Weekly WWMA+1%
",CU38*4SSMEDPT-10,29-06-2015,,177,177,0,607.54
Puri Electronics Pvt Ltd,"Weekly WWMA+1%
",CU0.22SSMEDPT-10,29-06-2015,,76,76,0,462.24
Puri Electronics Pvt Ltd,"Weekly WWMA+1%
",CU35SSMEDPT-10,29-06-2015,,76,76,0,506.54
Puri Electronics Pvt Ltd,"Weekly WWMA+1%
",CU34SSMEDPT-10,29-06-2015,,74,74,0,504.54
Puri Electronics Pvt Ltd,"Weekly WWMA+1%
",CU32SSMEDPT-10,29-06-2015,,71,71,0,501.54
Puri Electronics Pvt Ltd,"Weekly WWMA+1%
",CU30SSMEDPT-10,29-06-2015,,69,69,0,499.54
Puri Electronics Pvt Ltd,"Weekly WWMA+1%
",CU37SSMEDPT-10,29-06-2015,,87,87,0,517.54
Puri Electronics Pvt Ltd,"Weekly WWMA+1%
",CU39SSMEDPT-4,29-06-2015,,101,101,0,531.54
Subros Limited,"Monthly WWMA
",CU0.55DCFinePT-25,08-06-2015,,48,48,0,514.98
Denso India Ltd.,"Denso
",CU0.5DCFINEPT-90,01-06-2015,30-06-2015,42,42,0.01,502.06
Subros Limited,"Monthly WWMA
",CU0.6DCFINEPT-25,08-06-2015,,48,48,0,514.98
HAVELLS INDIA LTD ( HARIDWAR),Prov,CU36SSNYLONMEDPT-10,04-06-2015,,99.58,99.58,25.77,529.77
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.15SSFINEPT-10,28-06-2015,,79,79,4.1,509.54
Denso India Ltd.,"Denso
",CU1.8MPMEDPT-90,01-06-2015,30-06-2015,32,32,0.01,492.13
Denso India Ltd.,"Denso
",CU0.6DCFINEPT-90,01-06-2015,30-06-2015,40,40,0.01,500.13
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.6DCFINEPT-90,17-06-2015,30-06-2015,40,40,1.03,500.13
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.55DCFINEPT-90,17-06-2015,30-06-2015,44,44,1.03,504.13
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.45DCFINEPT-90,17-06-2015,30-06-2015,42,42,1.03,502.13
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU13BARE WIRE,14-06-2015,21-06-2015,10,10,0,459.33
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.7MPMEDPT-90,28-06-2015,,52,52,1.03,504.3
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU36MPFINEPT-10,28-06-2015,,44,44,4.05,469.75
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU35MPFINEPT-10,28-06-2015,,44,44,4.05,469.75
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU37MPFINEPT-10,28-06-2015,,49,49,4.05,474.75
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU38MPFINEPT-10,28-06-2015,,65,65,4.05,490.75
ONKAR ENGINE & GEN (P) LTD,Prov,CU34MPMEDPT-10,29-06-2015,,44,44,3.86,451.18
J D Engineering,"Weekly WWMA+1%
",AL25DCMEDPT-25,29-06-2015,,170,170,0,355.65
ONKAR ENGINE & GEN (P) LTD,Prov,CU25MPMEDPT-25,29-06-2015,,40,40,3.86,447.18
ONKAR ENGINE & GEN (P) LTD,Prov,CU26MPMEDPT-25,29-06-2015,,40,40,3.86,447.18
ONKAR ENGINE & GEN (P) LTD,Prov,CU27MPMEDPT-25,29-06-2015,,41,41,3.86,448.18
ONKAR ENGINE & GEN (P) LTD,Prov,CU28MPMEDPT-25,29-06-2015,,41,41,3.86,453.16
ONKAR ENGINE & GEN (P) LTD,Prov,CU29MPMEDPT-25,29-06-2015,,42,42,3.86,449.18
ONKAR ENGINE & GEN (P) LTD,Prov,CU30MPMEDPT-10,29-06-2015,,42,42,3.86,449.18
ONKAR ENGINE & GEN (P) LTD,Prov,CU31MPMEDPT-10,29-06-2015,,43,43,3.86,450.18
ONKAR ENGINE & GEN (P) LTD,Prov,CU32MPMEDPT-10,29-06-2015,,43,43,3.86,450.18
ONKAR ENGINE & GEN (P) LTD,Prov,CU33MPMEDPT-10,29-06-2015,,44,44,3.86,451.18
ONKAR ENGINE & GEN (P) LTD,Prov,CU35MPMEDPT-10,29-06-2015,,45,45,3.86,452.18
ONKAR ENGINE & GEN (P) LTD,Prov,CU36MPMEDPT-10,29-06-2015,,45,45,3.86,452.18
ONKAR ENGINE & GEN (P) LTD,Prov,CU37MPMEDPT-10,29-06-2015,,51,51,3.86,458.18
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU26MPFINEPT-25,28-06-2015,,39.5,39.5,4.05,465.25
DEWCON INDUSTRIES,"Weekly WWMA+1%
",CU0.23SSFINEPT-10,29-06-2015,,75,75,0,505.54
DEWCON INDUSTRIES,"Weekly WWMA+1%
",CU0.22SSFINEPT-10,29-06-2015,,76,76,0,506.54
DEWCON INDUSTRIES,"Weekly WWMA+1%
",CU38SSFINEPT-4,29-06-2015,,94,94,0,524.54
ANU INDUSTRIES LTD (HARIDWAR),"Weekly WWMA+1%
",CU0.12SSFINEPT-10,29-06-2015,,108,108,0,538.54
Denso India Ltd.,"Denso
",CU0.9DCFINEPT-90,01-06-2015,30-06-2015,38,38,0.01,498.13
N.J.ELECTRONICS,"Weekly WWMA
",CU0.22SSFINEPT-10,29-06-2015,,77,77,4.05,502.75
VICTOR COMPONENT SYSTEMS (P) LTD. Delhi,"Weekly WWMA
",CU0.22SSMEDPT-10,29-06-2015,,69,69,4.05,467.2
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",CU0.22SSMEDPT-10,29-06-2015,,69,69,4.05,467.2
Valeo Friction Material India Pvt. Ltd,Prov,CU0.15BAREPT-25,13-06-2015,30-06-2015,57,57,0,518.39
Elin Electronics Ltd,Prov,CU0.25SSFINEPT-10,01-05-2015,31-05-2015,74.5,74.5,10,501.5
ANU INDUSTRIES LTD (HARIDWAR),"Weekly WWMA+1%
",CU0.11SSFINEPT-4,29-06-2015,,108,108,0,538.54
Brite Industries,"Weekly WWMA
",CU39SSMEDPT-4,29-06-2015,,91,91,4.05,516.75
Subros Limited,"Monthly WWMA
",CU0.65DCFINEPT-45,01-06-2015,30-06-2015,32.31,32.31,26.75,499.29
Subros Limited,"Monthly WWMA
",CU0.7DCMEDPT-45,01-06-2015,30-06-2015,32.31,32.31,26.75,499.29
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU26HCMEDPT-25,28-06-2015,,47.5,47.5,4.1,478.04
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU29MPFINEPT25,28-06-2015,,40.5,40.5,4.05,466.25
HINDALCO INDUSTRIES LTD. (U-BIRLA COPPER),Prov,CU40SSMEDPT-10,01-04-2015,,104.5,104.5,417,521.5
HAVELLS INDIA LTD ( HARIDWAR),Prov,CU40SSMEDPT-10,04-06-2015,,104.5,104.5,25.77,555.78
ONKAR ENGINE & GEN (P) LTD,Prov,CU40SSMEDPT-10,29-06-2015,,104.5,104.5,3.86,500.97
VALEO INDIA P LTD,Prov,CU40SSMEDPT-10,01-04-2015,,104.5,104.5,417,521.5
Valeo Friction Material India Pvt. Ltd,Prov,CU40SSMEDPT-10,13-06-2015,30-06-2015,102.5,102.5,0,545.88
Anmol Auto Electricals,"Weekly WWMA+1%
",CU22MPMEDM-266,03-04-2015,,40,40,40,492.26
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU22FCMEDM-266,28-06-2015,,44,44,4.1,474.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU23.5DCMEDPT-25,28-06-2015,,46,46,4.1,476.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU23SSFINEPT-25,28-06-2015,,47,47,4.1,477.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU24DCMEDPT-25,28-06-2015,,67,67,4.1,497.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU25DCMEDPT-25,28-06-2015,,68,68,4.1,498.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU25FCMEDPT-25,28-06-2015,,47,47,4.1,477.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU25SSFINEPT-25,28-06-2015,,49,49,4.1,479.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU26DCMEDPT-25,28-06-2015,,69,69,4.1,499.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU26FCMEDPT-25,28-06-2015,,47,47,4.1,477.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU26MPFINEPT-25,28-06-2015,,41,41,4.05,466.75
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU26MPMEDPT-25,28-06-2015,,44,44,4.1,474.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU27FCFINEPT-25,28-06-2015,,42,42,4.1,472.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU27FCMEDPT-25,28-06-2015,,47,47,4.1,477.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU27MPFINEPT-25,28-06-2015,,42,42,4.1,472.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU27MPMEDPT-25,28-06-2015,,46,46,4.1,476.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU27SSFINEPT-25,28-06-2015,,53,53,4.1,483.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU28DCMEDPT-25,28-06-2015,,61,61,4.05,486.75
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU29DCMEDPT-25,28-06-2015,,71,71,4.1,501.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU29MPMEDPT-25,28-06-2015,,110,110,1.03,168.59
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU30DCMEDPT-10,28-06-2015,,72,72,4.1,502.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU30MPMEDPT-10,28-06-2015,,112,112,1.03,170.59
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU30SSMEDPT-10,28-06-2015,,80,80,4.1,510.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU31DCMEDPT-10,28-06-2015,,70,70,4.1,500.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU32DCMEDPT-25,28-06-2015,,74,74,4.1,504.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU32MPMEDPT-10,28-06-2015,,56,56,1.03,514.49
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU32SSMEDPT-10,28-06-2015,,65,65,4.1,495.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU33.5DCFINEPT-10,28-06-2015,,74,74,4.1,504.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU33DCMEDPT-10,28-06-2015,,71,71,4.1,501.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU33FCMEDPT-10,28-06-2015,,54,54,4.1,484.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU33MCFINEPT-25,28-06-2015,,91,91,4.1,521.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU34SSFINEPT-10,28-06-2015,,67,67,4.1,497.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU34SSMEDPT-10,28-06-2015,,70,70,4.1,481.18
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU35SSMEDPT-10,28-06-2015,,72,72,3.91,483.81
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU36*4SSMEDPT-10,28-06-2015,,166,166,4.1,596.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU36FCMEDPT-10,28-06-2015,,58,58,4.1,488.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU36SSMEDPT-10,28-06-2015,,72,72,4.1,502.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU37FCMEDPT-10,28-06-2015,,63,63,4.1,493.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU37MPMEDPT-10,28-06-2015,,56,56,1.03,114.59
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU37SSMEDPT-10,28-06-2015,,77,77,4.1,507.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU38*3SSMEDPT-10,28-06-2015,,165,165,4.1,595.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU38FCMEDPT-10,28-06-2015,,71,71,4.1,501.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU38SSMEDPT-10,28-06-2015,,79,79,4.1,509.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU38SSMEDPT-4,28-06-2015,,97,97,4.1,527.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU39SSMEDPT-4,28-06-2015,,87,87,4.1,517.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU40SSFINEPT-4,28-06-2015,,98,98,4.1,528.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU42SSMEDPT-4,28-06-2015,,129,129,4.1,559.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,AL25MPMEDPT-25,14-06-2015,21-06-2015,89.5,89.5,0,237.4
G K WINDING WIRES LTD. - DELHI,Branch - Del,AL26MPMEDPT-25,14-06-2015,21-06-2015,89.5,89.5,0,237.4
G K WINDING WIRES LTD. - DELHI,Branch - Del,AL27MPMEDPT-25,14-06-2015,21-06-2015,89.5,89.5,0,237.4
G K WINDING WIRES LTD. - DELHI,Branch - Del,AL34MPMEDPT-10,14-06-2015,21-06-2015,104.5,104.5,0,252.4
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU0.115SSFINEPT-4,28-06-2015,,123,123,4.1,553.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU0.11SSFINEPT-4,28-06-2015,,111,111,4.1,541.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU0.12SSFINEPT-4,28-06-2015,,101,101,4.1,531.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU0.15SSFINEPT-10,28-06-2015,,76,76,4.1,506.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU0.17SSFINEPT-10,28-06-2015,,74,74,4.1,504.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU0.18SSFINEPT-10,28-06-2015,,74,74,4.1,504.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU0.19SSFINEPT-10,28-06-2015,,71,71,4.1,501.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU0.1SSFINEPT-4,28-06-2015,,116,116,4.1,546.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU0.21SSFINEPT-10,28-06-2015,,68,68,4.1,498.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU0.23SSFINEPT-10,28-06-2015,,68,68,4.1,498.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU0.26SSFINEPT-10,28-06-2015,,68,68,4.1,498.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU0.26SSMEDPT-10,28-06-2015,,73,73,4.1,503.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU0.27SSFINEPT-10,28-06-2015,,67,67,4.1,497.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU0.34SSFINEPT-10,28-06-2015,,60,60,4.1,490.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU0.3SSFINEPT-10,28-06-2015,,65,65,4.1,495.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU0.45SSFINEPT-25,28-06-2015,,57,57,4.1,487.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU0.4SSFINEPT-25,28-06-2015,,58,58,4.1,488.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU16.5MPMEDM-266,28-06-2015,,28,28,4.1,458.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU17.5MPMEDM-266,28-06-2015,,28,28,4.1,458.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU17MPMEDM-266,28-06-2015,,28,28,4.1,458.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU18.5HCMEDM-266,28-06-2015,,41,41,4.1,471.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU18.5MPMEDM-266,28-06-2015,,28,28,4.1,458.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU18HCMEDM-266,28-06-2015,,41,41,4.1,471.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU18MPMEDM-266,28-06-2015,,28,28,4.1,458.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU19.5MPMEDPT-25,28-06-2015,,28,28,4.1,458.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU19MPMEDM-266,28-06-2015,,28,28,4.1,458.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU20MPMEDPT-25,28-06-2015,,28,28,4.1,458.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU21MPMEDPT-25,28-06-2015,,29,29,4.1,459.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU22MPMEDM-266,28-06-2015,,30,30,4.1,460.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU23MPMEDPT-25,28-06-2015,,31,31,4.1,461.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU24MPMEDPT-25,28-06-2015,,32,32,4.1,462.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,,03-12-2014,,39.5,39.5,0,39.5
G K WINDING WIRES LTD. - DELHI,Branch - Del,,03-12-2014,,39.5,39.5,0,39.5
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU26MPMEDPT-25,28-06-2015,,40,40,4.1,468.28
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU27DCMEDPT-25,28-06-2015,,55,55,4.1,485.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,,03-12-2014,,40,40,0,40
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU27MPMEDPT-25,28-06-2015,,40,40,4.1,495.9
G K WINDING WIRES LTD. - DELHI,Branch - Del,,03-12-2014,,40,40,0,40
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU28MPMEDPT-25,28-06-2015,,41,41,4.32,466.75
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU29MPMEDPT-25,14-06-2015,21-06-2015,41,41,0,501
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU29SSMEDPT-10,28-06-2015,,69,69,4.1,499.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,,03-12-2014,,41,41,0,41
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU30MPMEDPT-10,14-06-2015,21-06-2015,42,42,0,502
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU30SSMEDPT-10,28-06-2015,,70,70,4.1,500.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU31DCMEDPT-10,28-06-2015,,65,65,4.1,491.1
G K WINDING WIRES LTD. - DELHI,Branch - Del,,03-12-2014,,41.5,41.5,0,41.5
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU31MPMEDPT-10,14-06-2015,21-06-2015,42,42,0,502
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU31SSMEDPT-10,28-06-2015,,71,71,4.1,501.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,,03-12-2014,,41.5,41.5,0,41.5
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU32MPMEDPT-10,14-06-2015,21-06-2015,43,43,0,503
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU32SSMEDPT-10,28-06-2015,,71,71,4.1,501.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU33MPMEDPT-10,14-06-2015,21-06-2015,44,44,0,504
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU33SSMEDPT-10,28-06-2015,,73,73,4.1,503.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,,03-12-2014,,43.5,43.5,0,43.5
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU34MPMEDPT-10,14-06-2015,21-06-2015,45,45,0,505
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU34SSMEDPT-10,28-06-2015,,74,74,4.1,499.7
G K WINDING WIRES LTD. - DELHI,Branch - Del,,03-12-2014,,44,44,0,44
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU35MPMEDPT-10,14-06-2015,21-06-2015,47,47,0,507
G K WINDING WIRES LTD. - DELHI,Branch - Del,,03-12-2014,,44,44,0,44
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU36MPMEDPT-10,14-06-2015,21-06-2015,50,50,0,510
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU36SSMEDPT-10,28-06-2015,,81,81,4.1,511.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,,03-12-2014,,49,49,0,49
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU37MPMEDPT-10,14-06-2015,21-06-2015,55,55,0,515
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU37SSMEDPT-10,28-06-2015,,88,88,4.1,518.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU38*3SSMEDPT-10,28-06-2015,,178,178,4.1,608.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU38*4SSMEDPT-10,28-06-2015,,177,177,4.1,607.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,,03-12-2014,,70,70,0,70
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU38SSMEDPT-4,28-06-2015,,96,96,4.1,526.54
Denso India Ltd.,"Denso
",CU1DCFINEPT90,01-06-2015,30-06-2015,38,38,0.01,498.13
Elin Electronics Ltd,Prov,CU0.08SSFINEPT4,01-05-2015,31-05-2015,140,140,10,567
HONDA SIEL POWER PRODUCTS LTD,"2 Week WWMA avg
",CU1.2DCMEDPT-45,22-06-2015,06-07-2015,48,48,12.91,489.98
J D Engineering,"Weekly WWMA+1%
",CU31DCMEDPT-25,29-06-2015,,66,66,0,496.54
J D Engineering,"Weekly WWMA+1%
",CU27MPMEDPT-25,29-06-2015,,46,46,0,476.54
TSAC Polymers,"Weekly WWMA+1%
",CU42.5SSFINEPT-4,29-06-2015,,128,128,0,558.54
J D Engineering,"Weekly WWMA+1%
",CU24MPMEDPT-25,29-06-2015,,44,44,0,474.54
TSAC Polymers,"Weekly WWMA+1%
",CU38*4SSMEDPT-10,29-06-2015,,168,168,0,598.54
Orient Electric(ADivOfOrientPaper&InduLtd),Job Work,CU35.5MPMEDPT-10,24-12-2014,,31.5,31.5,0,31.5
India Nippon Electrical Ltd ( UN III ),Job Work,CU0.9DCMEDPT-45,24-12-2014,,40,40,0,40
India Nippon Electrical Ltd ( UN III ),Job Work,CU0.75DCMEDPT-45,24-12-2014,,41,41,0,41
J D Engineering,"Weekly WWMA+1%
",CU25MPMEDPT-25,29-06-2015,,44,44,0,474.54
J D Engineering,"Weekly WWMA+1%
",CU26MPMEDPT-25,29-06-2015,,45,45,0,475.54
J D Engineering,"Weekly WWMA+1%
",CU28MPMEDPT-25,29-06-2015,,47,47,0,477.54
J D Engineering,"Weekly WWMA+1%
",CU29DCMEDPT-25,29-06-2015,,64,64,0,494.54
J D Engineering,"Weekly WWMA+1%
",CU30DCMEDPT-25,29-06-2015,,65,65,0,495.54
J D Engineering,"Weekly WWMA+1%
",CU32DCMEDPT-25,29-06-2015,,67,67,0,497.54
Nrjee System U-II,"Weekly WWMA+1%
",CU30SSMEDPT-10,29-06-2015,,70,70,0,500.54
N.J.ELECTRONICS,"Weekly WWMA
",CU42SSFINEPT-4,29-06-2015,,120,120,4.05,545.75
Nrjee System U-II,"Weekly WWMA+1%
",CU32SSMEDPT-10,29-06-2015,,72,72,0,502.54
Nrjee System U-II,"Weekly WWMA+1%
",CU33SSMEDPT-10,29-06-2015,,73,73,0,503.54
Nrjee System U-II,"Weekly WWMA+1%
",CU34SSMEDPT-10,29-06-2015,,75,75,0,505.54
Nrjee System U-II,"Weekly WWMA+1%
",CU35SSMEDPT-10,29-06-2015,,77,77,0,507.54
Nrjee System U-II,"Weekly WWMA+1%
",CU36SSMEDPT-10,29-06-2015,,80,80,0,510.54
Nrjee System U-II,"Weekly WWMA+1%
",CU37SSMEDPT-10,29-06-2015,,85,85,0,515.54
Nrjee System U-II,"Weekly WWMA+1%
",CU38SSMEDPT-10,29-06-2015,,88,88,0,518.54
Nrjee System U-II,"Weekly WWMA+1%
",CU40SSMEDPT-4,29-06-2015,,110,110,0,540.54
Nrjee System U-II,"Weekly WWMA+1%
",CU42SSFINEPT-4,29-06-2015,,120,120,0,550.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL1.59MPMEDM266,28-06-2015,,77.35,77.35,2.9,212.85
ATOZ POWER SYSTEMS,"Weekly WWMA
",CU37SSMEDPT-10,29-06-2015,,87,87,4.05,512.75
ATOZ POWER SYSTEMS,"Weekly WWMA
",CU34SSMEDPT-10,29-06-2015,,75,75,4.05,500.75
SBV Electro Coro,"Weekly WWMA+1%
",CU41SSMEDPT-4,29-06-2015,,125,125,0,555.54
SBV Electro Coro,"Weekly WWMA+1%
",CU45SSFINEPT-4,29-06-2015,,173,173,0,603.54
RAVI FANS PRIVATE LIMITED,"Weekly WWMA+1%
",CU32MPMEDPT-10,29-06-2015,,54.5,54.5,0,485.04
RAVI FANS PRIVATE LIMITED,"Weekly WWMA+1%
",CU30MPMEDPT-10,29-06-2015,,53,53,0,483.54
