Category Name,Customer Name,Item Desc.,Item UOM,Base Price,Minimum Price,MRP Rate,MRP Price,Effective Date,Expiry Date
,,CU21HCMEDPT-25,KILOGRAM,57.00,57.00,4.05,482.75,29-06-2015,
,,CU22HCMEDPT-25,KILOGRAM,57.50,57.50,4.05,483.25,29-06-2015,
,,CU23HCMEDPT-25,KILOGRAM,59.00,59.00,4.05,484.75,29-06-2015,
,,CU24HCMEDPT-25,KILOGRAM,60.00,60.00,4.05,485.75,29-06-2015,
,,CU25HCMEDPT-25,KILOGRAM,61.00,61.00,4.05,486.75,29-06-2015,
,,CU26HCMEDPT-25,KILOGRAM,62.50,62.50,4.05,488.25,29-06-2015,
,,CU27HCMEDPT-25,KILOGRAM,63.00,63.00,4.05,488.75,29-06-2015,
,,CU28HCMEDPT-25,KILOGRAM,64.50,64.50,4.05,490.25,29-06-2015,
,,CU29HCMEDPT-25,KILOGRAM,67.00,67.00,4.05,492.75,29-06-2015,
,,CU30HCMEDPT-10,KILOGRAM,68.50,68.50,4.05,494.25,29-06-2015,
,,CU32HCMEDPT-25,KILOGRAM,71.50,71.50,4.05,497.25,29-06-2015,
,,CU33HCMEDPT-10,KILOGRAM,72.50,72.50,4.05,498.25,29-06-2015,
,,CU34HCMEDPT-10,KILOGRAM,73.00,73.00,4.05,498.75,29-06-2015,
,,CU35HCMEDPT-10,KILOGRAM,75.00,75.00,4.05,500.75,29-06-2015,
,,CU36HCMEDPT-10,KILOGRAM,78.00,78.00,4.05,503.75,29-06-2015,
,,CU33SSMEDPT-10,KILOGRAM,73.00,73.00,4.05,498.75,29-06-2015,
,,CU32SSMEDPT-10,KILOGRAM,73.00,73.00,4.05,498.75,29-06-2015,
,,CU35SSMEDPT-10,KILOGRAM,75.00,75.00,4.05,500.75,29-06-2015,
,,CU36SSMEDPT-10,KILOGRAM,80.00,80.00,4.05,505.75,29-06-2015,
,,CU38SSMEDPT-4,KILOGRAM,92.00,92.00,4.05,517.75,29-06-2015,
,,CU39SSMEDPT-4,KILOGRAM,97.00,97.00,4.05,522.75,29-06-2015,
,,CU40SSMEDPT-4,KILOGRAM,107.00,107.00,4.05,532.75,29-06-2015,
,,CU41SSMEDPT-4,KILOGRAM,116.00,116.00,4.05,541.75,29-06-2015,
,,CU42SSMEDPT-4,KILOGRAM,121.00,121.00,4.05,546.75,29-06-2015,
,,CU30SSMEDPT-10,KILOGRAM,66.40,66.40,4.05,492.15,29-06-2015,
,,CU30DCMEDPT-10,KILOGRAM,67.00,67.00,4.05,492.75,29-06-2015,
,,CU0.102SSHFINEPT-4,KILOGRAM,117.00,117.00,4.05,542.75,29-06-2015,
,,CU0.112SSHFINEPT-4,KILOGRAM,105.00,105.00,4.05,530.75,29-06-2015,
,,CU0.118SSHFINEPT-4,KILOGRAM,102.00,102.00,4.05,527.75,29-06-2015,
,,CU0.125SSHFINEPT-4,KILOGRAM,97.00,97.00,4.05,522.75,29-06-2015,
,,CU0.132SSHFINEPT-4,KILOGRAM,95.00,95.00,4.05,520.75,29-06-2015,
,,CU0.14SSHFINEPT-10,KILOGRAM,91.00,91.00,4.05,516.75,29-06-2015,
,,CU0.152SSHFINEPT-10,KILOGRAM,88.00,88.00,4.05,513.75,29-06-2015,
,,CU0.173SSHFINEPT-10,KILOGRAM,86.00,86.00,4.05,511.75,29-06-2015,
,,CU0.193SSHFINEPT-10,KILOGRAM,83.00,83.00,4.05,508.75,29-06-2015,
,,CU0.213SSHFINEPT-10,KILOGRAM,80.50,80.50,4.05,506.25,29-06-2015,
,,CU0.224SSHFINEPT-10,KILOGRAM,80.00,80.00,4.05,505.75,29-06-2015,
,,CU0.234SSHFINEPT-10,KILOGRAM,79.00,79.00,4.05,504.75,29-06-2015,
,,CU0.417SSHFINEPT-10,KILOGRAM,70.00,70.00,4.05,495.75,29-06-2015,
,,CU0.254SSHFINEPT-10,KILOGRAM,78.00,78.00,4.05,503.75,29-06-2015,
,,CU0.265SSHFINEPT-10,KILOGRAM,78.00,78.00,4.05,503.75,29-06-2015,
,,CU0.345SSHFINEPT-10,KILOGRAM,76.00,76.00,4.05,501.75,29-06-2015,
,,CU0.295SSHFINEPT-10,KILOGRAM,78.00,78.00,4.05,503.75,29-06-2015,
,,CU0.102SSHFINEPT-4,KILOGRAM,117.00,117.00,4.05,542.75,29-06-2015,
,,CU0.112SSHFINEPT-4,KILOGRAM,105.00,105.00,4.05,530.75,29-06-2015,
,,CU0.118SSHFINEPT-4,KILOGRAM,102.00,102.00,4.05,527.75,29-06-2015,
,,CU0.125SSHFINEPT-4,KILOGRAM,97.00,97.00,4.05,522.75,29-06-2015,
,,CU0.132SSHFINEPT-4,KILOGRAM,95.00,95.00,4.05,520.75,29-06-2015,
,,CU0.14SSHFINEPT-10,KILOGRAM,91.00,91.00,4.05,516.75,29-06-2015,
,,CU0.152SSHFINEPT-10,KILOGRAM,88.00,88.00,4.05,513.75,29-06-2015,
,,CU0.16SSHFINEPT-10,KILOGRAM,88.00,88.00,4.05,513.75,29-06-2015,
,,CU0.173SSHFINEPT-10,KILOGRAM,86.00,86.00,4.05,511.75,29-06-2015,
,,CU0.193SSHFINEPT-10,KILOGRAM,83.00,83.00,4.05,508.75,29-06-2015,
,,CU0.213SSHFINEPT-10,KILOGRAM,80.50,80.50,4.05,506.25,29-06-2015,
,,CU0.224SSHFINEPT-10,KILOGRAM,80.00,80.00,4.05,505.75,29-06-2015,
,,CU0.234SSHFINEPT-10,KILOGRAM,79.00,79.00,4.05,504.75,29-06-2015,
,,CU0.417SSHFINEPT-10,KILOGRAM,70.00,70.00,4.05,495.75,29-06-2015,
,,CU0.254SSHFINEPT-10,KILOGRAM,78.00,78.00,4.05,503.75,29-06-2015,
,,CU0.265SSHFINEPT-10,KILOGRAM,78.00,78.00,4.05,503.75,29-06-2015,
,,CU0.345SSHFINEPT-10,KILOGRAM,76.00,76.00,4.05,501.75,29-06-2015,
,,CU0.295SSHFINEPT-10,KILOGRAM,78.00,78.00,4.05,503.75,29-06-2015,
,,CU30SSMEDPT-10,KILOGRAM,57.00,57.00,4.05,482.75,29-06-2015,
,,CU32SSMEDPT-10,KILOGRAM,59.00,59.00,4.05,484.75,29-06-2015,
,,CU34SSMEDPT-10,KILOGRAM,61.00,61.00,4.05,486.75,29-06-2015,
,,CU36SSMEDPT-10,KILOGRAM,64.00,64.00,4.05,489.75,29-06-2015,
,,CU37SSMEDPT-10,KILOGRAM,65.00,65.00,4.05,490.75,29-06-2015,
,,CU38SSMEDPT-4,KILOGRAM,70.00,70.00,4.05,495.75,29-06-2015,
,,CU38*4SSMEDPT-10,KILOGRAM,157.00,157.00,4.05,582.75,29-06-2015,
,,CU39SSMEDPT-4,KILOGRAM,75.00,75.00,4.05,500.75,29-06-2015,
,,CU30SSMEDPT-10,KILOGRAM,57.00,57.00,4.05,482.75,29-06-2015,
,,CU32SSMEDPT-10,KILOGRAM,59.00,59.00,4.05,484.75,29-06-2015,
,,CU34SSMEDPT-10,KILOGRAM,61.00,61.00,4.05,486.75,29-06-2015,
,,CU36SSMEDPT-10,KILOGRAM,64.00,64.00,4.05,489.75,29-06-2015,
,,CU37SSMEDPT-10,KILOGRAM,65.00,65.00,4.05,490.75,29-06-2015,
,,CU38SSMEDPT-4,KILOGRAM,70.00,70.00,4.05,495.75,29-06-2015,
,,CU38*4SSMEDPT-10,KILOGRAM,157.00,157.00,4.05,582.75,29-06-2015,
,,CU39SSMEDPT-4,KILOGRAM,75.00,75.00,4.05,500.75,29-06-2015,
,,CU0.16SSHFINEPT-10,KILOGRAM,88.00,88.00,4.05,513.75,29-06-2015,
,,CU0.53DCFINEPT-25,KILOGRAM,75.00,75.00,4.05,500.75,29-06-2015,
,,CU0.45SSFINEPT-25,KILOGRAM,62.00,62.00,4.05,487.75,29-06-2015,
,,CU0.26SSFINEPT-10,KILOGRAM,69.00,69.00,4.05,494.75,29-06-2015,
,,CU0.25SSFINEPT-10,KILOGRAM,69.00,69.00,4.05,494.75,29-06-2015,
,,CU0.23SSFINEPT-10,KILOGRAM,69.00,69.00,4.05,494.75,29-06-2015,
,,CU0.213SSFINEPT-10,KILOGRAM,69.00,69.00,4.05,494.75,29-06-2015,
,,CU0.19SSFINEPT-10,KILOGRAM,77.00,77.00,4.05,502.75,29-06-2015,
,,CU0.17SSFINEPT-10,KILOGRAM,83.00,83.00,4.05,508.75,29-06-2015,
,,CU0.15SSFINEPT-10,KILOGRAM,90.00,90.00,4.05,515.75,29-06-2015,
,,CU0.132SSFINEPT-4,KILOGRAM,94.00,94.00,4.05,519.75,29-06-2015,
,,CU0.112SSFINEPT-4,KILOGRAM,108.00,108.00,4.05,533.75,29-06-2015,
,,CU0.102SSFINEPT-4,KILOGRAM,115.00,115.00,4.05,540.75,29-06-2015,
,,CU0.09SSFINEPT-4,KILOGRAM,135.00,135.00,4.05,560.75,29-06-2015,
,,CU23MPMEDPT-25,KILOGRAM,40.00,40.00,4.05,465.75,29-06-2015,
,,CU24MPMEDPT-25,KILOGRAM,41.00,41.00,4.05,466.75,29-06-2015,
,,CU25MPMEDPT-25,KILOGRAM,42.00,42.00,4.05,467.75,29-06-2015,
,,CU26MPMEDPT-25,KILOGRAM,43.50,43.50,4.05,469.25,29-06-2015,
,,CU27MPMEDPT-25,KILOGRAM,44.00,44.00,4.05,469.75,29-06-2015,
,,CU28MPMEDPT-25,KILOGRAM,45.50,45.50,4.05,471.25,29-06-2015,
,,CU29MPMEDPT-25,KILOGRAM,48.00,48.00,4.05,473.75,29-06-2015,
,,CU30MPMEDPT-10,KILOGRAM,49.50,49.50,4.05,475.25,29-06-2015,
,,CU31MPMEDPT-10,KILOGRAM,52.00,52.00,4.05,477.75,29-06-2015,
,,CU32MPMEDPT-10,KILOGRAM,52.50,52.50,4.05,478.25,29-06-2015,
,,CU33MPMEDPT-10,KILOGRAM,53.50,53.50,4.05,479.25,29-06-2015,
,,CU34MPMEDPT-10,KILOGRAM,54.00,54.00,4.05,479.75,29-06-2015,
,,CU35MPMEDPT-10,KILOGRAM,56.00,56.00,4.05,481.75,29-06-2015,
,,CU36MPMEDPT-10,KILOGRAM,59.00,59.00,4.05,484.75,29-06-2015,
,,CU16HCMEDM-266,KILOGRAM,50.00,50.00,4.05,475.75,29-06-2015,
,,CU17HCMEDM-266,KILOGRAM,50.00,50.00,4.05,475.75,29-06-2015,
,,CU18HCMEDM-266,KILOGRAM,50.00,50.00,4.05,475.75,29-06-2015,
,,CU18.5HCMEDM-266,KILOGRAM,50.00,50.00,4.05,475.75,29-06-2015,
,,CU19HCMEDM-266,KILOGRAM,50.00,50.00,4.05,475.75,29-06-2015,
,,CU19.5HCMEDPT-25,KILOGRAM,50.00,50.00,4.05,475.75,29-06-2015,
,,CU20HCMEDPT-25,KILOGRAM,50.00,50.00,4.05,475.75,29-06-2015,
,,CU21HCMEDPT-25,KILOGRAM,52.00,52.00,4.05,477.75,29-06-2015,
,,CU22HCMEDPT-25,KILOGRAM,52.50,52.50,4.05,478.25,29-06-2015,
,,CU23HCMEDPT-25,KILOGRAM,54.00,54.00,4.05,479.75,29-06-2015,
,,CU24HCMEDPT-25,KILOGRAM,55.00,55.00,4.05,480.75,29-06-2015,
,,CU25HCMEDPT-25,KILOGRAM,56.00,56.00,4.05,481.75,29-06-2015,
,,CU26HCMEDPT-25,KILOGRAM,57.50,57.50,4.05,483.25,29-06-2015,
,,CU27HCMEDPT-25,KILOGRAM,58.00,58.00,4.05,483.75,29-06-2015,
,,CU28HCMEDPT-25,KILOGRAM,59.50,59.50,4.05,485.25,29-06-2015,
,,CU29HCMEDPT-25,KILOGRAM,62.00,62.00,4.05,487.75,29-06-2015,
,,CU30HCMEDPT-10,KILOGRAM,63.50,63.50,4.05,489.25,29-06-2015,
,,CU32HCMEDPT-25,KILOGRAM,66.50,66.50,4.05,492.25,29-06-2015,
,,CU33HCMEDPT-10,KILOGRAM,67.50,67.50,4.05,493.25,29-06-2015,
,,CU34HCMEDPT-10,KILOGRAM,68.00,68.00,4.05,493.75,29-06-2015,
,,CU35HCMEDPT-10,KILOGRAM,70.00,70.00,4.05,495.75,29-06-2015,
,,CU36HCMEDPT-10,KILOGRAM,73.00,73.00,4.05,498.75,29-06-2015,
,,CU32SSMEDPT-10,KILOGRAM,65.00,65.00,4.05,490.75,29-06-2015,
,,CU33SSMEDPT-10,KILOGRAM,66.00,66.00,4.05,491.75,29-06-2015,
,,CU34SSMEDPT-10,KILOGRAM,67.00,67.00,4.05,492.75,29-06-2015,
,,CU35SSMEDPT-10,KILOGRAM,69.00,69.00,4.05,494.75,29-06-2015,
,,CU36SSMEDPT-10,KILOGRAM,74.00,74.00,4.05,499.75,29-06-2015,
,,CU37SSMEDPT-10,KILOGRAM,79.00,79.00,4.05,504.75,29-06-2015,
,,CU40SSMEDPT-4,KILOGRAM,98.00,98.00,4.05,523.75,29-06-2015,
,,CU42SSMEDPT-4,KILOGRAM,120.00,120.00,4.05,545.75,29-06-2015,
,,CU38*3SSMEDPT-10,KILOGRAM,162.00,162.00,4.05,587.75,29-06-2015,
,,CU38SSMEDPT-4,KILOGRAM,82.00,82.00,4.05,507.75,29-06-2015,
,,AL22HCMEDPT-25,KILOGRAM,127.00,127.00,4.05,238.95,29-06-2015,
,,AL23.5HCMEDPT-25,KILOGRAM,130.00,130.00,4.05,241.95,29-06-2015,
,,CU37SSFINEPT-10,KILOGRAM,79.50,79.50,4.05,505.25,29-06-2015,
,,CU0.17SSFINEPT-10,KILOGRAM,79.50,79.50,4.05,505.25,29-06-2015,
,,CU34SSMEDPT-10,KILOGRAM,72.50,72.50,4.05,498.25,29-06-2015,
,,CU0.17SSFINEPT-10,KILOGRAM,80.00,80.00,4.05,505.75,29-06-2015,
,,CU0.53DCFINEPT-25,KILOGRAM,55.00,55.00,4.05,480.75,29-06-2015,
,,CU0.22SSFINEPT-10,KILOGRAM,77.00,77.00,4.05,502.75,29-06-2015,
,,CU0.22SSMEDPT-10,KILOGRAM,69.00,69.00,4.05,467.20,29-06-2015,
,,CU0.22SSMEDPT-10,KILOGRAM,69.00,69.00,4.05,467.20,29-06-2015,
,,CU39SSMEDPT-4,KILOGRAM,91.00,91.00,4.05,516.75,29-06-2015,
,,CU42SSFINEPT-4,KILOGRAM,120.00,120.00,4.05,545.75,29-06-2015,
,,CU37SSMEDPT-10,KILOGRAM,87.00,87.00,4.05,512.75,29-06-2015,
,,CU34SSMEDPT-10,KILOGRAM,75.00,75.00,4.05,500.75,29-06-2015,
,,CU32SSMEDPT-10,KILOGRAM,72.00,72.00,4.05,497.75,29-06-2015,
,,CU30SSMEDPT-10,KILOGRAM,70.00,70.00,4.05,495.75,29-06-2015,
,,CU41SSFINEPT-4,KILOGRAM,112.00,112.00,4.05,537.75,29-06-2015,
,,CU0.07SSFINEPT-4,KILOGRAM,165.00,165.00,4.05,590.75,29-06-2015,
,,CU0.18SSFINEPT-10,KILOGRAM,80.00,80.00,4.05,505.75,29-06-2015,
,,CU2.3DCMEDM-266,KILOGRAM,58.00,58.00,4.05,483.75,29-06-2015,
,,CU0.18SSFINEPT-10,KILOGRAM,80.00,80.00,4.05,505.75,29-06-2015,
,,CU0.07SSFINEPT-4,KILOGRAM,165.00,165.00,4.05,590.75,29-06-2015,
,,CU2.3DCMEDM-266,KILOGRAM,58.00,58.00,4.05,483.75,29-06-2015,
,,CU0.22SSFINEPT-10,KILOGRAM,70.00,70.00,4.05,495.75,29-06-2015,
,,CU0.17SSMEDPT-10,KILOGRAM,85.00,85.00,4.05,510.75,29-06-2015,
,,cu0.15*4SSFinePT10,KILOGRAM,163.00,163.00,4.05,588.75,29-06-2015,
,,CU0.140*4 SSFINEPT10,KILOGRAM,159.00,159.00,4.05,584.75,29-06-2015,
,,CU0.15*3SSFINEPT-10,KILOGRAM,175.00,175.00,4.05,600.75,29-06-2015,
,,CU0.1*4SSFINEPT-10,KILOGRAM,253.00,253.00,4.05,678.75,29-06-2015,
,,CU0.27SSFINEPT-10,KILOGRAM,65.00,65.00,4.05,490.75,29-06-2015,
,,CU0.1SSFINEPT-4,KILOGRAM,123.00,123.00,4.05,548.75,29-06-2015,
,,CU0.11SSFINEPT-4,KILOGRAM,113.00,113.00,4.05,538.75,29-06-2015,
,,CU0.16SSFINEPT-10,KILOGRAM,89.00,89.00,4.05,514.75,29-06-2015,
,,CU0.15SSFINEPT-10,KILOGRAM,89.00,89.00,4.05,514.75,29-06-2015,
,,CU0.2SSFINEPT-10,KILOGRAM,74.00,74.00,4.05,499.75,29-06-2015,
,,CU0.23SSFINEPT-10,KILOGRAM,68.00,68.00,4.05,493.75,29-06-2015,
,,CU0.22SSFINEPT-10,KILOGRAM,70.00,70.00,4.05,495.75,29-06-2015,
,,CU35.5MPFINEPT-10,KILOGRAM,44.00,44.00,4.05,469.75,29-06-2015,
,,CU0.3MPMEDPT-25,KILOGRAM,50.00,50.00,4.05,475.75,29-06-2015,
,,CU0.1SSFINEPT-4,KILOGRAM,120.00,120.00,4.05,545.75,29-06-2015,
,,CU0.18SSMEDPT-10,KILOGRAM,85.00,85.00,4.05,510.75,29-06-2015,
,,CU0.2SSFINEPT-10,KILOGRAM,80.00,80.00,4.05,505.75,29-06-2015,
,,CU0.18SSMEDPT-10,KILOGRAM,80.00,80.00,4.05,505.75,29-06-2015,
,,CU0.11SSFINEPT-4,KILOGRAM,112.00,112.00,4.05,537.75,29-06-2015,
,,CU38MPFINEPT-10,KILOGRAM,65.00,65.00,4.05,490.75,29-06-2015,
,,CU0.2SSFINEPT-10,KILOGRAM,74.00,74.00,4.05,499.75,29-06-2015,
,,CU0.21SSFINEPT-10,KILOGRAM,70.00,70.00,4.05,495.75,29-06-2015,
,,CU0.193SSFINEPT-10,KILOGRAM,74.00,74.00,4.05,499.75,29-06-2015,
,,cu0.15*4SSFinePT10,KILOGRAM,163.00,163.00,4.05,588.75,29-06-2015,
,,CU0.15*3SSFINEPT-10,KILOGRAM,175.00,175.00,4.05,600.75,29-06-2015,
,,CU0.140*4 SSFINEPT10,KILOGRAM,159.00,159.00,4.05,584.75,29-06-2015,
,,CU0.1*4SSFINEPT-10,KILOGRAM,253.00,253.00,4.05,678.75,29-06-2015,
,,CU0.27SSFINEPT-10,KILOGRAM,65.00,65.00,4.05,490.75,29-06-2015,
,,CU0.23SSFINEPT-10,KILOGRAM,68.00,68.00,4.05,493.75,29-06-2015,
,,CU0.1SSFINEPT-4,KILOGRAM,123.00,123.00,4.05,548.75,29-06-2015,
,,CU0.16SSFINEPT-10,KILOGRAM,89.00,89.00,4.05,514.75,29-06-2015,
,,CU0.15SSFINEPT-10,KILOGRAM,89.00,89.00,4.05,514.75,29-06-2015,
,,CU0.11SSFINEPT-4,KILOGRAM,113.00,113.00,4.05,538.75,29-06-2015,
,,CU39SSMEDPT-10,KILOGRAM,91.00,91.00,4.05,516.75,29-06-2015,
,,CU30SSMEDPT-10,KILOGRAM,66.00,66.00,4.05,491.75,29-06-2015,
,,CU0.425DCMEDPT-25,KILOGRAM,70.00,70.00,4.05,495.75,29-06-2015,
,,CU16MPMEDM-266,KILOGRAM,45.00,45.00,4.05,470.75,29-06-2015,
,,CU1DCMEDPT-90,KILOGRAM,100.00,100.00,4.05,969.48,29-06-2015,
,,CU0.112SSFINEPT-4,KILOGRAM,106.00,106.00,4.05,494.99,29-06-2015,
,,CU25MPFINEPT-25,KILOGRAM,39.50,39.50,4.05,465.25,29-06-2015,
,,CU27MPFINEPT-25,KILOGRAM,40.00,40.00,4.05,465.75,29-06-2015,
,,CU28MPFINEPT-25,KILOGRAM,40.00,40.00,4.05,465.75,29-06-2015,
,,CU29MPFINEPT25,KILOGRAM,40.50,40.50,4.05,466.25,29-06-2015,
,,CU30MPFINEPT-10,KILOGRAM,41.00,41.00,4.05,466.75,29-06-2015,
,,CU31MPFINEPT-10,KILOGRAM,42.50,42.50,4.05,468.25,29-06-2015,
,,CU32MPFINEPT-10,KILOGRAM,42.50,42.50,4.05,468.25,29-06-2015,
,,CU33MPFINEPT-10,KILOGRAM,43.00,43.00,4.05,468.75,29-06-2015,
,,CU34MPFINEPT-10,KILOGRAM,43.50,43.50,4.05,469.25,29-06-2015,
,,CU35MPFINEPT-10,KILOGRAM,44.00,44.00,4.05,469.75,29-06-2015,
,,CU36MPFINEPT-10,KILOGRAM,44.00,44.00,4.05,469.75,29-06-2015,
,,CU37MPFINEPT-10,KILOGRAM,49.00,49.00,4.05,474.75,29-06-2015,
,,CU40SSMEDPT-4,KILOGRAM,463.91,463.91,4.05,526.75,29-06-2015,
,,CU0.2SSMEDPT-10,KILOGRAM,463.91,463.91,4.05,505.75,29-06-2015,
,,CU0.193SSFINEPT-10,KILOGRAM,74.00,74.00,4.05,499.75,29-06-2015,
,,CU32DCMEDPT-25,KILOGRAM,59.00,59.00,4.05,484.75,29-06-2015,
,,CU0.16SSFINEPT-10,KILOGRAM,88.00,88.00,4.05,513.75,29-06-2015,
"Weekly WWMA+1%
",RAVI FANS PRIVATE LIMITED,,,,,,,,
,,CU32MPMEDPT-10,KILOGRAM,54.50,54.50,0.00,485.04,29-06-2015,
,,CU30MPMEDPT-10,KILOGRAM,53.00,53.00,0.00,483.54,29-06-2015,
,,CU36MPMEDPT-10,KILOGRAM,56.00,56.00,0.00,486.54,29-06-2015,
,,CU36SSMEDPT-10,KILOGRAM,80.00,80.00,0.00,510.54,29-06-2015,
,,CU0.132SSFINEPT-4,KILOGRAM,103.00,103.00,0.00,533.54,29-06-2015,
,,CU27SSFINEPT-10,KILOGRAM,67.00,67.00,0.00,497.54,29-06-2015,
,,CU0.22SSMEDPT-10,KILOGRAM,80.00,80.00,0.00,512.59,29-06-2015,
,,CU38FCMEDPT-10,KILOGRAM,90.00,90.00,0.00,520.54,29-06-2015,
,,CU0.19SSMEDPT-10,KILOGRAM,78.00,78.00,0.00,508.54,29-06-2015,
,,CU0.17SSMEDPT-10,KILOGRAM,85.00,85.00,0.00,515.54,29-06-2015,
,,CU37*3SSMEDPT-10,KILOGRAM,160.00,160.00,0.00,590.54,29-06-2015,
,,CU31SSMEDPT-10,KILOGRAM,71.00,71.00,0.00,501.54,29-06-2015,
,,CU0.18SSFINEPT-10,KILOGRAM,86.00,86.00,0.00,516.54,29-06-2015,
,,CU41SSFINEPT-4,KILOGRAM,115.00,115.00,0.00,545.54,29-06-2015,
,,CU36SSMEDPT-10,KILOGRAM,75.00,75.00,0.00,505.54,29-06-2015,
,,CU42SSFINEPT-4,KILOGRAM,120.00,120.00,0.00,550.54,29-06-2015,
,,CU36SSMEDPT-10,KILOGRAM,78.00,78.00,0.00,508.54,29-06-2015,
,,CU0.23SSMEDPT-10,KILOGRAM,70.00,70.00,0.00,500.54,29-06-2015,
,,CU29SSMEDPT-10,KILOGRAM,480.82,480.82,0.00,500.54,29-06-2015,
,,CU28DCMEDPT-25,KILOGRAM,63.00,63.00,0.00,493.54,29-06-2015,
,,CU38SSFINEPT-10,KILOGRAM,88.00,88.00,0.00,518.54,29-06-2015,
,,CU26SSMEDPT-10,KILOGRAM,66.00,66.00,0.00,496.54,29-06-2015,
,,CU29SSFINEPT-10,KILOGRAM,70.00,70.00,0.00,500.54,29-06-2015,
,,CU0.71SSMEDPT-25,KILOGRAM,64.00,64.00,0.00,494.54,29-06-2015,
,,CU0.12SSFINEPT-4,KILOGRAM,110.00,110.00,0.00,540.54,29-06-2015,
,,CU43SSFINEPT-4,KILOGRAM,140.00,140.00,0.00,570.54,29-06-2015,
,,CU39SSFINEPT-4,KILOGRAM,103.00,103.00,0.00,533.54,29-06-2015,
,,CU0.19SSFINEPT-10,KILOGRAM,78.00,78.00,0.00,508.54,29-06-2015,
,,CU34SSMEDPT-10,KILOGRAM,70.00,70.00,0.00,500.54,29-06-2015,
,,CU43SSFINEPT-4,KILOGRAM,140.00,140.00,0.00,570.54,29-06-2015,
,,CU36SSFINEPT-10,KILOGRAM,78.00,78.00,0.00,508.54,29-06-2015,
,,CU0.193SSFINEPT-10,KILOGRAM,80.00,80.00,0.00,510.54,29-06-2015,
,,CU0.23SSFINEPT-10,KILOGRAM,75.00,75.00,0.00,505.54,29-06-2015,
,,AL27DCMEDPT25,KILOGRAM,170.00,170.00,0.00,318.15,29-06-2015,
,,AL28DCMEDPT25,KILOGRAM,170.00,170.00,0.00,318.15,29-06-2015,
,,CU30DCMEDPT-10,KILOGRAM,65.00,65.00,0.00,495.54,29-06-2015,
,,CU33DCMEDPT-10,KILOGRAM,69.00,69.00,0.00,499.54,29-06-2015,
,,CU17.5DCMEDM-266,KILOGRAM,50.00,50.00,0.00,480.54,29-06-2015,
,,CU42SSFINEPT-4,KILOGRAM,128.00,128.00,0.00,558.54,29-06-2015,
,,CU30SSMEDPT-10,KILOGRAM,71.00,71.00,0.00,501.54,29-06-2015,
,,CU34SSMEDPT-10,KILOGRAM,75.00,75.00,0.00,505.54,29-06-2015,
,,CU37SSMEDPT-10,KILOGRAM,83.00,83.00,0.00,513.54,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,526.42,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,526.42,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,531.54,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,526.42,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,526.42,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,526.42,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,526.42,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,526.42,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,526.42,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,526.42,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,526.42,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,526.42,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,526.42,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,526.42,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,526.42,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,526.42,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,526.42,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,526.42,29-06-2015,
,,CU0.15SSMEDPT-10,KILOGRAM,94.00,94.00,0.00,524.54,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,101.00,101.00,0.00,531.54,29-06-2015,
,,CU38*4SSMEDPT-10,KILOGRAM,177.00,177.00,0.00,607.54,29-06-2015,
,,CU0.22SSMEDPT-10,KILOGRAM,76.00,76.00,0.00,462.24,29-06-2015,
,,CU35SSMEDPT-10,KILOGRAM,76.00,76.00,0.00,506.54,29-06-2015,
,,CU34SSMEDPT-10,KILOGRAM,74.00,74.00,0.00,504.54,29-06-2015,
,,CU32SSMEDPT-10,KILOGRAM,71.00,71.00,0.00,501.54,29-06-2015,
,,CU30SSMEDPT-10,KILOGRAM,69.00,69.00,0.00,499.54,29-06-2015,
,,CU37SSMEDPT-10,KILOGRAM,87.00,87.00,0.00,517.54,29-06-2015,
,,CU39SSMEDPT-4,KILOGRAM,101.00,101.00,0.00,531.54,29-06-2015,
