,Invoice Id,Invoice Date,Item Description,Currency,Customer,Qty,Unit,Gross,Discount,EXCISE ON SALES - 12.50%,EXCISE ON SALES - 14.50%,OUTPUT VAT PAYABLE  @ 4%,OUTPUT VAT PAYABLE ADDITIONAL @ 1%,CENTRAL SALES TAX PAYABLE - 2% EOU,CENTRAL SALES TAX PAYABLE - 2.00%,CENTRAL SALES TAX PAYABLE - 5%,,Net Amount
,,,CU0.8DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,489.605,KG,227627.157,0.000,28453.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,256080.157
,,,CU0.95DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,719.245,KG,333672.140,0.000,41709.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,375381.140
,,,CU1DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,739.855,KG,343233.532,0.000,42904.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,386137.532
,,,CU25SSFINEPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,393.165,KG,194714.966,0.000,24339.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,219053.966
,SI000183,09-04-2015,CU32SSFINEPT-10,INR,G K WINDING WIRES LTD. - FARIDABAD,598.010,KG,305732.612,0.000,38217.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,343949.612
,,,CU34FCMEDPT-10,INR,G K WINDING WIRES LTD. - FARIDABAD,77.475,KG,38834.344,0.000,4854.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43688.344
,,,CU38FCMEDPT-10,INR,G K WINDING WIRES LTD. - FARIDABAD,145.735,KG,75381.429,0.000,9423.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,84804.429
,,,CU40SSMEDPT-4,INR,G K WINDING WIRES LTD. - FARIDABAD,247.875,KG,133914.469,0.000,16739.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,150653.469
,SI000184,09-04-2015,CU0.27SSFINEPT-10,INR,G K WINDING WIRES LTD. - FARIDABAD,177.325,KG,89948.106,0.000,11244.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,101192.106
,,,CU0.53MPMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,398.565,KG,188624.872,0.000,23578.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,212202.872
,,,CU0.67MPMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,1217.175,KG,571171.540,0.000,71396.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,642567.540
,SI000185,09-04-2015,AL0.75MPMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,238.750,KG,64808.688,0.000,8101.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,72909.688
,,,AL22DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,405.380,KG,124224.647,0.000,15528.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,139752.647
,SI000186,10-04-2015,CU25MPMEDPT-25,INR,J D Engineering,895.425,KG,438982.106,0.000,54873.000,0.000,0.000,0.000,0.000,9877.000,0.000,0.000,503732.106
,SI000187,10-04-2015,CU0.6MPFINEPT-90,INR,Denso India Ltd.,79.210,KG,35955.003,0.000,4494.000,0.000,1618.000,404.000,0.000,0.000,0.000,0.000,42471.003
,SI000188,10-04-2015,CU0.7MPMEDPT-90,INR,Denso India Ltd.,393.085,KG,178429.143,0.000,22304.000,0.000,8029.000,2007.000,0.000,0.000,0.000,0.000,210769.143
,SI000189,10-04-2015,CU0.78DCFINEPT-90,INR,Denso India Ltd.,81.570,KG,37923.524,0.000,4740.000,0.000,1707.000,427.000,0.000,0.000,0.000,0.000,44797.524
,SI000190,10-04-2015,CU0.8DCFINEPT-90,INR,Denso India Ltd.,324.535,KG,150882.812,0.000,18860.000,0.000,6790.000,1697.000,0.000,0.000,0.000,0.000,178229.812
,SI000191,10-04-2015,CU0.83DCFINEPT-90,INR,Denso India Ltd.,561.005,KG,260822.445,0.000,32603.000,0.000,11737.000,2934.000,0.000,0.000,0.000,0.000,308096.445
,SI000192,10-04-2015,CU0.85DCMEDPT-90,INR,Denso India Ltd.,325.990,KG,151559.271,0.000,18945.000,0.000,6820.000,1705.000,0.000,0.000,0.000,0.000,179029.271
,SI000193,10-04-2015,CU0.9MPFINEPT-90,INR,Denso India Ltd.,305.395,KG,138624.898,0.000,17328.000,0.000,6238.000,1560.000,0.000,0.000,0.000,0.000,163750.898
,SI000194,10-04-2015,CU0.9DCMEDPT-90,INR,Denso India Ltd.,1101.895,KG,511191.128,0.000,63899.000,0.000,23004.000,5751.000,0.000,0.000,0.000,0.000,603845.128
,SI000195,10-04-2015,CU1DCMEDPT-90,INR,Denso India Ltd.,497.025,KG,230579.838,0.000,28822.000,0.000,10376.000,2594.000,0.000,0.000,0.000,0.000,272371.838
,SI000196,10-04-2015,CU1DCFINEPT90,INR,Denso India Ltd.,498.580,KG,230802.654,0.000,28850.000,0.000,10386.000,2597.000,0.000,0.000,0.000,0.000,272635.654
,SI000197,10-04-2015,CU1.05DCMEDPT-90,INR,Denso India Ltd.,419.695,KG,194704.904,0.000,24338.000,0.000,8762.000,2190.000,0.000,0.000,0.000,0.000,229994.904
,SI000198,10-04-2015,CU1.22MCFINEPT-90,INR,Denso India Ltd.,85.245,KG,41337.005,0.000,5167.000,0.000,1860.000,465.000,0.000,0.000,0.000,0.000,48829.005
,SI000199,10-04-2015,CU1.3MCFINEPT-180,INR,Denso India Ltd.,142.740,KG,69217.481,0.000,8652.000,0.000,3115.000,779.000,0.000,0.000,0.000,0.000,81763.481
,SI000200,10-04-2015,CU1.9MPMEDPT-180,INR,Denso India Ltd.,479.340,KG,219020.033,0.000,27378.000,0.000,9856.000,2464.000,0.000,0.000,0.000,0.000,258718.033
,SI000201,10-04-2015,CU1.00 BARE WIRE (JW),INR,Mandeep Cables P Ltd,2972.000,KG,25262.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25262.000
,SI000202,10-04-2015,CU35.5MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,912.355,KG,28739.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28739.182
,,,CU35MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,956.745,KG,30137.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30137.468
,,,CU36MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,993.890,KG,31307.535,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31307.535
,SI000203,10-04-2015,CU36MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,612.800,KG,19303.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19303.200
,SI000204,10-04-2015,COPPER SCRAP,INR,Orient Electricals(ADivOfOrientPaper&InduLt,209.000,KG,209.000,209.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,SI000205,10-04-2015,CU0.55DCMEDPT-90,INR,L G Electronics India (P) Ltd,988.030,KG,476823.278,0.000,59603.000,0.000,21457.000,5364.000,0.000,0.000,0.000,0.000,563247.278
,SI000206,10-04-2015,CU0.12SSFINEPT-4,INR,SYNFLEX-ELEKTRO P LTD.,392.490,KG,218322.562,0.000,27290.000,0.000,9825.000,2456.000,0.000,0.000,0.000,0.000,257893.562
,SI000207,10-04-2015,CU25MPFINEPT-25,INR,ONKAR ENGINE & GEN (P) LTD,43.730,KG,20205.009,0.000,2526.000,0.000,909.000,227.000,0.000,0.000,0.000,0.000,23867.009
,,,CU28MPFINEPT-25,INR,ONKAR ENGINE & GEN (P) LTD,27.310,KG,12645.622,0.000,1581.000,0.000,569.000,142.000,0.000,0.000,0.000,0.000,14937.622
,SI000208,10-04-2015,CU35SSMEDPT-10,INR,Nrjee System U-II,286.225,KG,149767.231,0.000,18721.000,0.000,6740.000,1685.000,0.000,0.000,0.000,0.000,176913.231
,SI000209,10-04-2015,CU0.23SSFINEPT-10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),393.105,KG,194783.528,0.000,24348.000,0.000,0.000,0.000,0.000,4383.000,0.000,0.000,223514.528
,SI000210,10-04-2015,CU0.1*4SSFINEPT-10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),74.210,KG,52112.488,0.000,6514.000,0.000,0.000,0.000,0.000,1173.000,0.000,0.000,59799.488
,SI000211,10-04-2015,cu0.15*4SSFinePT10,INR,DIXON TECHNOLOGOES(IND)P.LTD.GEN,206.425,KG,125153.413,0.000,15644.000,0.000,5632.000,1408.000,0.000,0.000,0.000,0.000,147837.413
,SI000212,10-04-2015,CU0.23SSFINEPT-10,INR,DIXON TECHNOLOGOES(IND)P.LTD.GEN,24.395,KG,12472.920,0.000,1559.000,0.000,561.000,140.000,0.000,0.000,0.000,0.000,14732.920
,SI000214,10-04-2015,CU30SSMEDPT-10,INR,Puri Electronics Pvt Ltd,19.000,KG,9808.750,0.000,1226.000,0.000,0.000,0.000,0.000,221.000,0.000,0.000,11255.750
,,,CU34SSMEDPT-10,INR,Puri Electronics Pvt Ltd,142.785,KG,74426.681,0.000,9303.000,0.000,0.000,0.000,0.000,1675.000,0.000,0.000,85404.681
,SI000215,10-04-2015,CU38FCMEDPT-10,INR,Nortex Marketing,47.705,KG,25581.806,0.000,3198.000,0.000,1151.000,288.000,0.000,0.000,0.000,0.000,30218.806
,SI000216,10-04-2015,CU26MPFINEPT-25,INR,G K WINDING WIRES LTD. - DELHI,129.165,KG,62101.240,0.000,7763.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69864.240
,,,CU28MPFINEPT-25,INR,G K WINDING WIRES LTD. - DELHI,437.845,KG,210730.420,0.000,26341.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,237071.420
,,,CU30MPMEDPT-25,INR,G K WINDING WIRES LTD. - DELHI,327.770,KG,161262.840,0.000,20158.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,181420.840
,SI000217,10-04-2015,AL31MPMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,240.815,KG,64333.727,0.000,8042.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,72375.727
,,,AL33MPMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,72.210,KG,19868.582,0.000,2484.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22352.582
,SI000218,10-04-2015,CU0.9DCMEDPT-45,INR,India Nippon Electrical Ltd ( UN III ),148.495,KG,70423.754,64484.000,8803.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14742.754
,SI000219,10-04-2015,CU0.9DCMEDPT-45,INR,India Nippon Electrical Ltd ( UN III ),3663.755,KG,1780768.118,1634218.000,222596.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,369146.118
,SI000220,10-04-2015,CU0.7MPMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,438.960,KG,205986.370,0.000,25748.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,231734.370
,,,CU25SSFINEPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,130.130,KG,64446.882,0.000,8056.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,72502.882
,,,CU33FCMEDPT-10,INR,G K WINDING WIRES LTD. - FARIDABAD,178.310,KG,89199.578,0.000,11150.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100349.578
,,,CU34FCMEDPT-10,INR,G K WINDING WIRES LTD. - FARIDABAD,565.060,KG,283236.325,0.000,35405.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,318641.325
,,,CU38FCMEDPT-10,INR,G K WINDING WIRES LTD. - FARIDABAD,356.100,KG,184192.725,0.000,23024.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,207216.725
,SI000221,10-04-2015,AL28MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,147.655,KG,40627.273,0.000,5078.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45705.273
,,,AL30MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,229.435,KG,60662.614,0.000,7583.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68245.614
,SI000222,10-04-2015,CU19.5MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,46.875,KG,22652.344,0.000,2832.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25484.344
,,,CU19HCMEDM-266,INR,G K WINDING WIRES LTD. - FARIDABAD,20.280,KG,9800.310,0.000,1225.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11025.310
,,,CU20.5MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,107.000,KG,52028.750,0.000,6504.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58532.750
,,,CU20MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,72.975,KG,35265.169,0.000,4408.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39673.169
,,,CU21.5MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,54.675,KG,26585.719,0.000,3323.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29908.719
,,,CU21MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,33.915,KG,16491.169,0.000,2061.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18552.169
,SI000223,10-04-2015,CU22.5MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,19.510,KG,9506.248,0.000,1188.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10694.248
,,,CU23MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,109.570,KG,53387.982,0.000,6673.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60060.982
,,,CU25MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,44.135,KG,21593.049,0.000,2699.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24292.049
,SI000224,11-04-2015,CU0.6MPFINEPT-90,INR,Denso India Ltd.,137.620,KG,62468.470,0.000,7809.000,0.000,2811.000,703.000,0.000,0.000,0.000,0.000,73791.470
,SI000225,11-04-2015,CU0.7MPMEDPT-90,INR,Denso India Ltd.,391.545,KG,177730.110,0.000,22216.000,0.000,7998.000,1999.000,0.000,0.000,0.000,0.000,209943.110
,SI000226,11-04-2015,CU0.78DCFINEPT-90,INR,Denso India Ltd.,151.395,KG,70386.560,0.000,8798.000,0.000,3167.000,792.000,0.000,0.000,0.000,0.000,83143.560
,SI000227,11-04-2015,CU0.8DCFINEPT-90,INR,Denso India Ltd.,403.530,KG,187609.170,0.000,23451.000,0.000,8442.000,2111.000,0.000,0.000,0.000,0.000,221613.170
,SI000228,11-04-2015,CU0.83DCFINEPT-90,INR,Denso India Ltd.,727.680,KG,338312.990,0.000,42289.000,0.000,15224.000,3806.000,0.000,0.000,0.000,0.000,399631.990
,SI000229,11-04-2015,CU0.85DCMEDPT-90,INR,Denso India Ltd.,407.195,KG,189313.100,0.000,23664.000,0.000,8519.000,2130.000,0.000,0.000,0.000,0.000,223626.100
,SI000230,11-04-2015,CU0.9MPFINEPT-90,INR,Denso India Ltd.,160.320,KG,72772.450,0.000,9097.000,0.000,3275.000,819.000,0.000,0.000,0.000,0.000,85963.450
,SI000231,11-04-2015,CU0.9DCMEDPT-90,INR,Denso India Ltd.,1105.945,KG,513070.000,0.000,64134.000,0.000,23088.000,5772.000,0.000,0.000,0.000,0.000,606064.000
,SI000232,11-04-2015,CU1.05DCMEDPT-90,INR,Denso India Ltd.,256.435,KG,118965.330,0.000,14871.000,0.000,5353.000,1338.000,0.000,0.000,0.000,0.000,140527.330
,SI000233,11-04-2015,CU1.22MCFINEPT-90,INR,Denso India Ltd.,169.595,KG,82240.010,0.000,10280.000,0.000,3701.000,925.000,0.000,0.000,0.000,0.000,97146.010
,SI000234,11-04-2015,CU1DCMEDPT-90,INR,Denso India Ltd.,504.710,KG,234145.060,0.000,29268.000,0.000,10537.000,2634.000,0.000,0.000,0.000,0.000,276584.060
,SI000235,11-04-2015,CU1DCFINEPT90,INR,Denso India Ltd.,498.730,KG,230872.090,0.000,28859.000,0.000,10389.000,2597.000,0.000,0.000,0.000,0.000,272717.090
,SI000236,11-04-2015,CU1.3MCFINEPT-180,INR,Denso India Ltd.,164.160,KG,79604.470,0.000,9951.000,0.000,3582.000,896.000,0.000,0.000,0.000,0.000,94033.470
,SI000237,11-04-2015,CU1.9MPMEDPT-180,INR,Denso India Ltd.,1186.900,KG,542318.350,0.000,67790.000,0.000,24404.000,6101.000,0.000,0.000,0.000,0.000,640613.350
,SI000238,11-04-2015,CU38HCFINEPT-4,INR,G K WINDING WIRES LTD. - DELHI,731.990,KG,391065.660,0.000,48883.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,439948.660
,,,CU39HCMEDPT-4,INR,G K WINDING WIRES LTD. - DELHI,507.790,KG,271286.810,0.000,33911.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,305197.810
,SI000239,11-04-2015,CU35.5MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,861.835,KG,27147.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27147.800
,,,CU35MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,658.770,KG,20751.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20751.260
,,,CU36MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,824.595,KG,25974.740,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25974.740
,SI000240,11-04-2015,COPPER SCRAP,INR,Orient Electricals(ADivOfOrientPaper&InduLt,104.000,KG,104.000,104.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,SI000241,11-04-2015,CU0.55DCMEDPT-90,INR,L G Electronics India (P) Ltd,1233.885,KG,595472.900,0.000,74434.000,0.000,26796.000,6699.000,0.000,0.000,0.000,0.000,703401.900
,SI000242,11-04-2015,CU30SSMEDPT-10,INR,N.J.ELECTRONICS,195.540,KG,99977.650,0.000,12497.000,0.000,4499.000,1125.000,0.000,0.000,0.000,0.000,118098.650
,,,CU32SSMEDPT-10,INR,N.J.ELECTRONICS,293.515,KG,150658.310,0.000,18832.000,0.000,6780.000,1695.000,0.000,0.000,0.000,0.000,177965.310
,SI000243,11-04-2015,CU30SSMEDPT-10,INR,Nrjee System U-II,38.965,KG,20115.681,0.000,2514.000,0.000,905.000,226.000,0.000,0.000,0.000,0.000,23760.681
,,,CU37SSMEDPT-10,INR,Nrjee System U-II,299.675,KG,159202.344,0.000,19900.000,0.000,7164.000,1791.000,0.000,0.000,0.000,0.000,188057.344
,SI000244,11-04-2015,CU43SSFINEPT-4,INR,SYNFLEX-ELEKTRO P LTD.,48.250,KG,27804.060,0.000,3476.000,0.000,1251.000,313.000,0.000,0.000,0.000,0.000,32844.060
,SI000245,11-04-2015,CU1.00 BARE WIRE (JW),INR,Mandeep Cables P Ltd,3000.000,KG,25500.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25500.000
,SI000246,11-04-2015,CU34SSMEDPT-10,INR,Kanik Electronics Pvt Ltd,498.580,KG,250431.748,0.000,31304.000,0.000,0.000,0.000,0.000,5635.000,0.000,0.000,287370.748
,,,CU37SSMEDPT-10,INR,Kanik Electronics Pvt Ltd,252.605,KG,127891.386,0.000,15986.000,0.000,0.000,0.000,0.000,2878.000,0.000,0.000,146755.386
,,,CU38*4SSMEDPT-10,INR,Kanik Electronics Pvt Ltd,199.055,KG,119092.616,0.000,14887.000,0.000,0.000,0.000,0.000,2680.000,0.000,0.000,136659.616
,SI000248,11-04-2015,CU0.18SSFINEPT-10,INR,VICTOR COMPONENT SYSTEMS P LTD. Noida,519.675,KG,270901.380,0.000,33863.000,0.000,12191.000,3048.000,0.000,0.000,0.000,0.000,320003.380
,SI000249,12-04-2015,CU0.23SSMEDPT-10,INR,APEX ELECTRONICS (UNIT -2),19.070,KG,9805.794,0.000,1226.000,0.000,0.000,0.000,0.000,221.000,0.000,0.000,11252.794
,,,CU36SSMEDPT-10,INR,APEX ELECTRONICS (UNIT -2),19.555,KG,10152.956,0.000,1269.000,0.000,0.000,0.000,0.000,228.000,0.000,0.000,11649.956
,SI000250,12-04-2015,CU0.22SSFINEPT-10,INR,DEWCON INDUSTRIES,793.280,KG,414298.413,0.000,51787.000,0.000,0.000,0.000,0.000,9322.000,0.000,0.000,475407.413
,SI000251,12-04-2015,CU27SSFINEPT-25,INR,LUMINOUS POWER TECHNOLOGIES P LTD. ,636.840,KG,317331.004,0.000,39666.000,0.000,0.000,0.000,0.000,7140.000,0.000,0.000,364137.004
,SI000252,12-04-2015,AL18.5MPMEDPT-25,INR,LUMINOUS POWER TECHNOLOGIES P LTD. ,571.630,KG,129188.380,0.000,16149.000,0.000,0.000,0.000,0.000,2907.000,0.000,0.000,148244.380
,,,AL21MPMEDPT-25,INR,LUMINOUS POWER TECHNOLOGIES P LTD. ,466.470,KG,106355.160,0.000,13294.000,0.000,0.000,0.000,0.000,2393.000,0.000,0.000,122042.160
,SI000253,12-04-2015,CU0.58DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,244.160,KG,113846.925,0.000,14231.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,128077.925
,,,CU0.8DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,489.465,KG,227562.068,0.000,28445.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,256007.068
,,,CU0.95DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,417.285,KG,193586.857,0.000,24198.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,217784.857
,,,CU1DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,960.540,KG,445613.717,0.000,55702.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,501315.717
,SI000254,12-04-2015,AL22DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,1052.140,KG,322417.782,0.000,40302.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,362719.782
,,,AL29MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,510.845,KG,151950.845,0.000,18994.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,170944.845
,SI000255,12-04-2015,CU0.53DCFINEPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,1941.950,KG,942622.530,0.000,117828.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1060450.530
,,,CU0.72MPMEDPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,509.105,KG,243754.383,0.000,30469.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,274223.383
,,,CU0.7MPMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,1124.530,KG,527696.948,0.000,65962.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,593658.948
,,,CU36FCMEDPT-10,INR,G K WINDING WIRES LTD. - FARIDABAD,356.640,KG,179835.720,0.000,22479.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,202314.720
,SI000256,13-04-2015,CU26MPFINEPT-25,INR,Vardhman Electrical Appliances,569.160,KG,272491.042,0.000,34061.000,0.000,0.000,0.000,0.000,6131.000,0.000,0.000,312683.042
,,,CU28MPFINEPT-25,INR,Vardhman Electrical Appliances,698.585,KG,334803.847,0.000,41850.000,0.000,0.000,0.000,0.000,7533.000,0.000,0.000,384186.847
,SI000257,13-04-2015,CU0.7MPMEDPT-90,INR,Denso India Ltd.,709.005,KG,321831.550,0.000,40229.000,0.000,14482.000,3621.000,0.000,0.000,0.000,0.000,380163.550
,SI000258,13-04-2015,CU0.85DCMEDPT-90,INR,Denso India Ltd.,582.820,KG,270964.674,0.000,33871.000,0.000,12193.000,3048.000,0.000,0.000,0.000,0.000,320076.674
,SI000259,13-04-2015,CU1DCFINEPT90,INR,Denso India Ltd.,1001.090,KG,463424.583,0.000,57928.000,0.000,20854.000,5214.000,0.000,0.000,0.000,0.000,547420.583
,SI000260,13-04-2015,CU0.7SSFINEPT-25,INR,ELEMATEC TRADING INDIA PRIVATE LTD.,22.775,KG,11387.500,0.000,1423.000,0.000,0.000,0.000,0.000,256.000,0.000,0.000,13066.500
,SI000261,13-04-2015,CU0.11SSFINEPT-4,INR,G K WINDING WIRES LTD. - DELHI,203.875,KG,113191.400,0.000,14149.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,127340.400
,,,CU0.23SSMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,598.180,KG,308780.516,0.000,38598.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,347378.516
,,,CU1.1HCMEDM-266,INR,G K WINDING WIRES LTD. - DELHI,115.525,KG,56052.730,0.000,7007.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63059.730
,,,CU38*4SSMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,148.025,KG,91953.130,0.000,11494.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,103447.130
,,,CU39SSMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,49.275,KG,26864.730,0.000,3358.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30222.730
,SI000262,13-04-2015,CU33SSMEDPT-10,INR,NTL ELECTRONICS INDIA LTD. (C-45),847.595,KG,417779.576,0.000,52222.000,0.000,18800.000,4700.000,0.000,0.000,0.000,0.000,493501.576
,SI000263,13-04-2015,CU34SSMEDPT-10,INR,N.J.ELECTRONICS,150.400,KG,77344.704,0.000,9668.000,0.000,3481.000,870.000,0.000,0.000,0.000,0.000,91363.704
,SI000264,13-04-2015,CU0.75DCMEDPT-90,INR,L G Electronics India (P) Ltd,757.105,KG,363864.663,0.000,45483.000,0.000,16374.000,4093.000,0.000,0.000,0.000,0.000,429814.663
,SI000265,13-04-2015,CU0.55DCMEDPT-90,INR,L G Electronics India (P) Ltd,2665.275,KG,1286261.715,0.000,160783.000,0.000,57882.000,14470.000,0.000,0.000,0.000,0.000,1519396.715
,SI000268,13-04-2015,CU0.132SSHFINEPT-4,INR,Avisor India Pvt. Ltd,6.800,KG,3639.768,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3639.768
,,,CU0.152SSHFINEPT-10,INR,Avisor India Pvt. Ltd,100.650,KG,53270.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53270.019
,SI000269,13-04-2015,CU0.18SSFINEPT-10,INR,VICTOR COMPONENT SYSTEMS P LTD. Noida,415.190,KG,215591.559,0.000,26949.000,0.000,9702.000,2425.000,0.000,0.000,0.000,0.000,254667.559
,,,CU2.3DCMEDM-266,INR,VICTOR COMPONENT SYSTEMS P LTD. Noida,659.615,KG,328000.155,0.000,41000.000,0.000,14760.000,3690.000,0.000,0.000,0.000,0.000,387450.155
,SI000270,13-04-2015,CU0.15*3SSFINEPT-10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),109.325,KG,65868.312,0.000,8234.000,0.000,0.000,0.000,0.000,1482.000,0.000,0.000,75584.312
,SI000271,13-04-2015,CU0.1*4SSFINEPT-10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),161.760,KG,113592.725,0.000,14199.000,0.000,0.000,0.000,0.000,2556.000,0.000,0.000,130347.725
,SI000272,13-04-2015,CU0.1*4SSFINEPT-10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),164.525,KG,114557.112,0.000,14320.000,0.000,0.000,0.000,0.000,2578.000,0.000,0.000,131455.112
